Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200208,0040,9999,,Abilene  TX MSA ,18,18,2666,0,0,0,0,0,0,0,0,0,18,18,2666,0,0,0,0,0,0,0,0,0
200208,0120,9999,,Albany  GA MSA ,43,43,4764,1,2,169,0,0,0,0,0,0,15,15,1564,1,2,169,0,0,0,0,0,0
200208,0160,9999,,Albany-Schenectady-Troy  NY MSA ,166,166,29401,0,0,0,1,3,94,3,19,878,125,125,22770,0,0,0,0,0,0,1,8,280
200208,0200,9999,,Albuquerque  NM MSA ,608,608,65095,0,0,0,5,20,1082,0,0,0,557,557,57169,0,0,0,5,20,1082,0,0,0
200208,0220,9999,,Alexandria  LA MSA ,32,32,4280,0,0,0,0,0,0,0,0,0,32,32,4280,0,0,0,0,0,0,0,0,0
200208,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,168,168,21421,2,4,380,1,3,232,4,48,1920,150,150,18278,2,4,380,0,0,0,4,48,1920
200208,0280,9999,,Altoona  PA MSA ,2,2,296,0,0,0,0,0,0,0,0,0,2,2,296,0,0,0,0,0,0,0,0,0
200208,0320,9999,,Amarillo  TX MSA ,67,67,10052,0,0,0,0,0,0,0,0,0,67,67,10052,0,0,0,0,0,0,0,0,0
200208,0380,9999,,Anchorage  AK MSA ,80,80,16425,30,60,9004,8,29,3565,2,12,1475,80,80,16425,30,60,9004,8,29,3565,2,12,1475
200208,0450,9999,,Anniston  AL MSA ,27,27,3638,1,2,10,0,0,0,0,0,0,8,8,830,1,2,10,0,0,0,0,0,0
200208,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,136,136,20691,8,16,1512,1,4,312,11,95,5501,100,100,14139,7,14,1342,1,4,312,9,72,4477
200208,0480,9999,,Asheville  NC MSA ,159,159,21918,0,0,0,1,4,160,1,10,289,159,159,21918,0,0,0,1,4,160,1,10,289
200208,0500,9999,,Athens  GA MSA ,92,92,16300,0,0,0,0,0,0,0,0,0,77,77,13971,0,0,0,0,0,0,0,0,0
200208,0520,9999,,Atlanta  GA MSA ,4424,4424,494223,2,4,277,4,15,921,16,196,13640,4095,4095,461514,2,4,277,3,12,798,10,119,10373
200208,0580,9999,,Auburn-Opelika  AL MSA ,43,43,7161,0,0,0,0,0,0,0,0,0,43,43,7161,0,0,0,0,0,0,0,0,0
200208,0600,9999,,Augusta-Aiken  GA-SC MSA ,220,220,26291,0,0,0,0,0,0,0,0,0,186,186,22619,0,0,0,0,0,0,0,0,0
200208,0640,9999,,Austin-San Marcos  TX MSA ,561,561,74663,6,12,831,1,3,155,21,258,15392,493,493,66386,6,12,831,0,0,0,21,258,15392
200208,0680,9999,,Bakersfield  CA MSA ,389,389,47843,0,0,0,0,0,0,0,0,0,154,154,17897,0,0,0,0,0,0,0,0,0
200208,0730,9999,,Bangor  ME MSA ,22,22,2292,0,0,0,0,0,0,0,0,0,18,18,1824,0,0,0,0,0,0,0,0,0
200208,0740,9999,,Barnstable-Yarmouth  MA MSA ,81,81,16322,0,0,0,0,0,0,1,5,524,44,44,6859,0,0,0,0,0,0,0,0,0
200208,0760,9999,,Baton Rouge  LA MSA ,109,109,10726,0,0,0,0,0,0,7,112,4354,109,109,10726,0,0,0,0,0,0,7,112,4354
200208,0840,9999,,Beaumont-Port Arthur  TX MSA ,32,32,3816,0,0,0,0,0,0,0,0,0,32,32,3816,0,0,0,0,0,0,0,0,0
200208,0860,9999,,Bellingham  WA MSA ,87,87,13985,3,6,626,1,3,242,1,18,941,55,55,9108,0,0,0,0,0,0,0,0,0
200208,0870,9999,,Benton Harbor  MI MSA ,20,20,3518,0,0,0,0,0,0,0,0,0,15,15,2657,0,0,0,0,0,0,0,0,0
200208,0880,9999,,Billings  MT MSA ,60,60,6253,0,0,0,0,0,0,1,8,600,60,60,6253,0,0,0,0,0,0,1,8,600
200208,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,193,193,20034,0,0,0,0,0,0,0,0,0,180,180,18296,0,0,0,0,0,0,0,0,0
200208,0960,9999,,Binghamton  NY MSA ,8,8,1265,1,2,100,0,0,0,0,0,0,3,3,504,1,2,100,0,0,0,0,0,0
200208,1000,9999,,Birmingham  AL MSA ,401,401,56269,0,0,0,0,0,0,1,11,359,275,275,42184,0,0,0,0,0,0,0,0,0
200208,1010,9999,,Bismarck  ND MSA ,64,64,9249,1,2,306,1,4,360,0,0,0,64,64,9249,1,2,306,1,4,360,0,0,0
200208,1020,9999,,Bloomington  IN MSA ,51,51,7577,0,0,0,0,0,0,0,0,0,49,49,7426,0,0,0,0,0,0,0,0,0
200208,1040,9999,,Bloomington-Normal  IL MSA ,64,64,7634,3,6,494,0,0,0,2,16,250,64,64,7634,3,6,494,0,0,0,2,16,250
