Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202509,101,10180,2,Abilene  TX ,58,58,16943,17,34,5494,0,0,0,0,0,0,55,55,16281,17,34,5494,0,0,0,0,0,0
202509,101,45020,5,Sweetwater  TX ,1,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,104,10580,2,Albany-Schenectady-Troy  NY ,119,119,41673,0,0,0,1,3,500,2,10,1972,81,81,29107,0,0,0,0,0,0,0,0,0
202509,104,11220,5,Amsterdam  NY ,7,7,1702,0,0,0,0,0,0,0,0,0,1,1,450,0,0,0,0,0,0,0,0,0
202509,104,24020,2,Glens Falls  NY ,25,25,7852,1,2,363,2,6,999,1,5,739,24,24,7694,1,2,363,2,6,999,0,0,0
202509,104,24100,5,Gloversville  NY ,5,5,1724,0,0,0,0,0,0,0,0,0,2,2,715,0,0,0,0,0,0,0,0,0
202509,104,26460,5,Hudson  NY ,14,14,4337,0,0,0,0,0,0,0,0,0,7,7,2717,0,0,0,0,0,0,0,0,0
202509,105,10740,2,Albuquerque  NM ,112,112,32571,1,2,354,0,0,0,2,47,4223,60,60,21843,0,0,0,0,0,0,0,0,0
202509,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,105,31060,5,Los Alamos  NM ,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,105,42140,2,Santa Fe  NM ,24,24,7586,0,0,0,0,0,0,0,0,0,24,24,7586,0,0,0,0,0,0,0,0,0
202509,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,121,121,40374,1,2,400,0,0,0,14,198,19295,81,81,29982,0,0,0,0,0,0,9,144,13500
202509,106,20700,5,East Stroudsburg  PA ,14,14,3552,0,0,0,0,0,0,0,0,0,6,6,1223,0,0,0,0,0,0,0,0,0
202509,107,11020,2,Altoona  PA ,5,5,1668,1,2,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,107,26500,5,Huntingdon  PA ,4,4,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,108,11100,2,Amarillo  TX ,36,36,10577,2,4,646,2,8,1230,6,312,53737,34,34,10065,2,4,646,2,8,1230,6,312,53737
202509,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,118,11540,2,Appleton  WI ,46,46,17951,2,4,1841,0,0,0,3,78,6269,41,41,16198,2,4,1841,0,0,0,3,78,6269
202509,118,36780,2,Oshkosh-Neenah  WI ,27,27,9956,0,0,0,0,0,0,2,60,6128,22,22,7949,0,0,0,0,0,0,2,60,6128
202509,120,11700,2,Asheville  NC ,122,122,52541,0,0,0,0,0,0,11,355,43601,101,101,44860,0,0,0,0,0,0,10,326,38517
202509,120,14820,5,Brevard  NC ,13,13,8773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,120,48200,5,Waynesville  NC ,33,33,10892,0,0,0,0,0,0,0,0,0,12,12,3275,0,0,0,0,0,0,0,0,0
202509,122,12020,2,Athens-Clarke County  GA ,59,59,20280,0,0,0,0,0,0,1,9,603,39,39,13870,0,0,0,0,0,0,1,9,603
202509,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,1871,1871,574232,5,10,1928,4,15,2445,42,1383,167105,1712,1712,525737,4,8,1528,4,15,2445,38,1313,156912
202509,122,15660,5,Calhoun  GA ,26,26,6726,0,0,0,0,0,0,0,0,0,15,15,3474,0,0,0,0,0,0,0,0,0
202509,122,16340,5,Cedartown  GA ,8,8,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,122,18460,5,Cornelia  GA ,39,39,13025,0,0,0,0,0,0,0,0,0,37,37,12449,0,0,0,0,0,0,0,0,0
202509,122,23580,2,Gainesville  GA ,118,118,33030,0,0,0,1,3,506,1,11,1688,49,49,12589,0,0,0,0,0,0,0,0,0
202509,122,27600,5,Jefferson  GA ,134,134,43464,0,0,0,0,0,0,0,0,0,119,119,39202,0,0,0,0,0,0,0,0,0
202509,122,29300,5,LaGrange  GA-AL ,23,23,6020,0,0,0,0,0,0,0,0,0,14,14,4323,0,0,0,0,0,0,0,0,0
202509,122,40660,2,Rome  GA ,25,25,607,0,0,0,0,0,0,0,0,0,25,25,607,0,0,0,0,0,0,0,0,0
202509,122,45580,5,Thomaston  GA ,10,10,4922,0,0,0,1,3,290,0,0,0,5,5,3392,0,0,0,0,0,0,0,0,0
202509,132,12940,2,Baton Rouge  LA ,288,288,76702,5,10,1033,0,0,0,7,73,1284,68,68,15465,2,4,646,0,0,0,0,0,0
202509,132,25220,2,Hammond  LA ,64,64,13080,0,0,0,0,0,0,1,63,5969,56,56,11526,0,0,0,0,0,0,0,0,0
202509,142,13820,2,Birmingham  AL ,238,238,64255,2,4,2063,1,3,816,7,347,64046,197,197,55772,0,0,0,1,3,816,5,296,54435
202509,142,18980,5,Cullman  AL ,16,16,2947,0,0,0,0,0,0,0,0,0,15,15,2788,0,0,0,0,0,0,0,0,0
202509,142,45180,5,Talladega-Sylacauga  AL ,5,5,1062,0,0,0,0,0,0,0,0,0,5,5,1062,0,0,0,0,0,0,0,0,0
202509,144,13260,5,Bedford  IN ,8,8,2303,1,2,110,0,0,0,0,0,0,7,7,1950,1,2,110,0,0,0,0,0,0
