Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200102,0040,9999,,Abilene  TX MSA ,17,17,2253,0,0,0,0,0,0,0,0,0,17,17,2253,0,0,0,0,0,0,0,0,0
200102,0120,9999,,Albany  GA MSA ,38,38,4795,0,0,0,3,11,468,0,0,0,15,15,2159,0,0,0,2,8,278,0,0,0
200102,0160,9999,,Albany-Schenectady-Troy  NY MSA ,91,91,14631,1,2,40,0,0,0,3,66,3360,83,83,13566,1,2,40,0,0,0,1,48,2400
200102,0200,9999,,Albuquerque  NM MSA ,402,402,38079,0,0,0,0,0,0,0,0,0,372,372,35022,0,0,0,0,0,0,0,0,0
200102,0220,9999,,Alexandria  LA MSA ,32,32,3133,0,0,0,0,0,0,0,0,0,8,8,613,0,0,0,0,0,0,0,0,0
200102,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,127,127,15929,0,0,0,2,7,328,1,5,150,116,116,14389,0,0,0,0,0,0,0,0,0
200102,0280,9999,,Altoona  PA MSA ,3,3,314,0,0,0,0,0,0,0,0,0,3,3,314,0,0,0,0,0,0,0,0,0
200102,0320,9999,,Amarillo  TX MSA ,49,49,6142,0,0,0,0,0,0,1,224,9413,49,49,6142,0,0,0,0,0,0,1,224,9413
200102,0380,9999,,Anchorage  AK MSA ,75,75,15410,24,48,4943,4,16,1970,0,0,0,75,75,15410,24,48,4943,4,16,1970,0,0,0
200102,0450,9999,,Anniston  AL MSA ,13,13,1098,0,0,0,0,0,0,1,5,229,3,3,200,0,0,0,0,0,0,0,0,0
200102,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,105,105,14203,5,10,812,0,0,0,2,23,799,87,87,11581,4,8,702,0,0,0,0,0,0
200102,0480,9999,,Asheville  NC MSA ,92,92,16094,2,4,422,1,4,412,2,16,770,92,92,16094,2,4,422,1,4,412,2,16,770
200102,0500,9999,,Athens  GA MSA ,89,89,13122,7,14,659,0,0,0,0,0,0,76,76,11662,7,14,659,0,0,0,0,0,0
200102,0520,9999,,Atlanta  GA MSA ,4162,4162,447009,10,20,1190,2,8,226,44,1726,97895,3944,3944,422266,10,20,1190,2,8,226,42,1709,96952
200102,0580,9999,,Auburn-Opelika  AL MSA ,21,21,2578,2,4,212,0,0,0,0,0,0,21,21,2578,2,4,212,0,0,0,0,0,0
200102,0600,9999,,Augusta-Aiken  GA-SC MSA ,169,169,20783,0,0,0,0,0,0,8,64,3334,143,143,17852,0,0,0,0,0,0,8,64,3334
200102,0640,9999,,Austin-San Marcos  TX MSA ,477,477,64611,4,8,534,1,3,153,34,659,20109,420,420,56850,3,6,367,0,0,0,33,648,19627
200102,0680,9999,,Bakersfield  CA MSA ,190,190,24145,0,0,0,1,4,235,0,0,0,51,51,8214,0,0,0,0,0,0,0,0,0
200102,0730,9999,,Bangor  ME MSA ,7,7,776,0,0,0,0,0,0,0,0,0,5,5,578,0,0,0,0,0,0,0,0,0
200102,0740,9999,,Barnstable-Yarmouth  MA MSA ,75,75,16444,1,2,199,0,0,0,0,0,0,63,63,14176,1,2,199,0,0,0,0,0,0
200102,0760,9999,,Baton Rouge  LA MSA ,88,88,8993,1,2,122,0,0,0,0,0,0,88,88,8993,1,2,122,0,0,0,0,0,0
200102,0840,9999,,Beaumont-Port Arthur  TX MSA ,33,33,3591,0,0,0,0,0,0,0,0,0,33,33,3591,0,0,0,0,0,0,0,0,0
200102,0860,9999,,Bellingham  WA MSA ,66,66,9435,3,6,562,1,3,242,2,31,1632,41,41,5939,1,2,140,0,0,0,0,0,0
200102,0870,9999,,Benton Harbor  MI MSA ,9,9,1351,0,0,0,0,0,0,0,0,0,9,9,1351,0,0,0,0,0,0,0,0,0
200102,0880,9999,,Billings  MT MSA ,38,38,4052,0,0,0,0,0,0,0,0,0,38,38,4052,0,0,0,0,0,0,0,0,0
200102,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,154,154,15656,0,0,0,1,4,252,0,0,0,144,144,14296,0,0,0,1,4,252,0,0,0
200102,0960,9999,,Binghamton  NY MSA ,7,7,1054,0,0,0,0,0,0,0,0,0,7,7,1054,0,0,0,0,0,0,0,0,0
200102,1000,9999,,Birmingham  AL MSA ,304,304,43478,0,0,0,0,0,0,0,0,0,193,193,28673,0,0,0,0,0,0,0,0,0
200102,1010,9999,,Bismarck  ND MSA ,18,18,2539,1,2,272,0,0,0,1,5,136,0,0,0,0,0,0,0,0,0,0,0,0
200102,1020,9999,,Bloomington  IN MSA ,31,31,4273,1,2,165,0,0,0,3,60,3281,31,31,4273,1,2,165,0,0,0,3,60,3281
200102,1040,9999,,Bloomington-Normal  IL MSA ,41,41,5258,0,0,0,0,0,0,0,0,0,41,41,5258,0,0,0,0,0,0,0,0,0
