Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202507,101,10180,2,Abilene  TX ,88,88,25386,17,34,5494,0,0,0,0,0,0,85,85,24724,17,34,5494,0,0,0,0,0,0
202507,101,45020,5,Sweetwater  TX ,1,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,104,10580,2,Albany-Schenectady-Troy  NY ,92,92,32276,0,0,0,1,3,300,2,10,1972,55,55,19905,0,0,0,0,0,0,0,0,0
202507,104,11220,5,Amsterdam  NY ,6,6,2161,0,0,0,0,0,0,0,0,0,5,5,1850,0,0,0,0,0,0,0,0,0
202507,104,24020,2,Glens Falls  NY ,15,15,4958,0,0,0,0,0,0,1,5,739,13,13,4610,0,0,0,0,0,0,0,0,0
202507,104,24100,5,Gloversville  NY ,8,8,2215,0,0,0,0,0,0,0,0,0,4,4,1200,0,0,0,0,0,0,0,0,0
202507,104,26460,5,Hudson  NY ,10,10,2813,0,0,0,0,0,0,0,0,0,1,1,368,0,0,0,0,0,0,0,0,0
202507,105,10740,2,Albuquerque  NM ,169,169,48285,0,0,0,0,0,0,0,0,0,168,168,48136,0,0,0,0,0,0,0,0,0
202507,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,105,31060,5,Los Alamos  NM ,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,105,42140,2,Santa Fe  NM ,17,17,6366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,132,132,32666,1,2,374,0,0,0,3,35,3662,83,83,19576,1,2,374,0,0,0,0,0,0
202507,106,20700,5,East Stroudsburg  PA ,18,18,5013,0,0,0,0,0,0,0,0,0,12,12,3195,0,0,0,0,0,0,0,0,0
202507,107,11020,2,Altoona  PA ,7,7,2795,1,2,550,0,0,0,0,0,0,2,2,1019,0,0,0,0,0,0,0,0,0
202507,107,26500,5,Huntingdon  PA ,3,3,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,108,11100,2,Amarillo  TX ,78,78,22961,0,0,0,0,0,0,0,0,0,74,74,21905,0,0,0,0,0,0,0,0,0
202507,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,118,11540,2,Appleton  WI ,57,57,20390,3,6,1774,0,0,0,12,120,17949,47,47,16897,2,4,1420,0,0,0,12,120,17949
202507,118,36780,2,Oshkosh-Neenah  WI ,43,43,15456,2,4,700,0,0,0,1,30,3064,40,40,13908,2,4,700,0,0,0,1,30,3064
202507,120,11700,2,Asheville  NC ,154,154,74085,1,2,363,0,0,0,5,147,21484,120,120,62757,0,0,0,0,0,0,4,118,16400
202507,120,14820,5,Brevard  NC ,15,15,10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,120,48200,5,Waynesville  NC ,27,27,9500,0,0,0,0,0,0,0,0,0,3,3,795,0,0,0,0,0,0,0,0,0
202507,122,12020,2,Athens-Clarke County  GA ,53,53,19113,0,0,0,0,0,0,0,0,0,43,43,14490,0,0,0,0,0,0,0,0,0
202507,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,1959,1959,607338,6,12,2125,12,48,3921,72,858,138194,1768,1768,551624,6,12,2125,12,48,3921,67,781,127004
202507,122,15660,5,Calhoun  GA ,24,24,6851,0,0,0,0,0,0,0,0,0,24,24,6851,0,0,0,0,0,0,0,0,0
202507,122,16340,5,Cedartown  GA ,10,10,2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,122,18460,5,Cornelia  GA ,24,24,10536,0,0,0,0,0,0,0,0,0,9,9,4681,0,0,0,0,0,0,0,0,0
202507,122,23580,2,Gainesville  GA ,119,119,32351,0,0,0,1,3,506,2,10,1535,40,40,8900,0,0,0,0,0,0,0,0,0
202507,122,27600,5,Jefferson  GA ,140,140,43967,0,0,0,0,0,0,0,0,0,90,90,29468,0,0,0,0,0,0,0,0,0
202507,122,29300,5,LaGrange  GA-AL ,45,45,15087,0,0,0,0,0,0,0,0,0,38,38,13773,0,0,0,0,0,0,0,0,0
202507,122,40660,2,Rome  GA ,19,19,4506,0,0,0,0,0,0,0,0,0,19,19,4506,0,0,0,0,0,0,0,0,0
202507,122,45580,5,Thomaston  GA ,10,10,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,132,12940,2,Baton Rouge  LA ,294,294,81968,4,8,515,0,0,0,4,24,422,111,111,31695,0,0,0,0,0,0,0,0,0
202507,132,25220,2,Hammond  LA ,58,58,11644,0,0,0,0,0,0,1,20,1895,0,0,0,0,0,0,0,0,0,0,0,0
202507,142,13820,2,Birmingham  AL ,266,266,89749,1,2,1032,0,0,0,1,49,9234,218,218,80321,0,0,0,0,0,0,0,0,0
202507,142,18980,5,Cullman  AL ,11,11,1699,0,0,0,0,0,0,0,0,0,10,10,1540,0,0,0,0,0,0,0,0,0
202507,142,45180,5,Talladega-Sylacauga  AL ,25,25,4949,0,0,0,0,0,0,1,6,944,25,25,4949,0,0,0,0,0,0,1,6,944
202507,144,13260,5,Bedford  IN ,1,1,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
