Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202505,101,10180,2,Abilene  TX ,61,61,17034,0,0,0,0,0,0,0,0,0,57,57,16289,0,0,0,0,0,0,0,0,0
202505,101,45020,5,Sweetwater  TX ,1,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,104,10580,2,Albany-Schenectady-Troy  NY ,110,110,40532,0,0,0,1,4,667,3,16,3229,71,71,27116,0,0,0,1,4,667,1,6,1257
202505,104,11220,5,Amsterdam  NY ,4,4,1325,0,0,0,0,0,0,0,0,0,2,2,715,0,0,0,0,0,0,0,0,0
202505,104,24020,2,Glens Falls  NY ,21,21,6575,0,0,0,0,0,0,1,5,739,20,20,6417,0,0,0,0,0,0,0,0,0
202505,104,24100,5,Gloversville  NY ,5,5,1427,0,0,0,0,0,0,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0
202505,104,26460,5,Hudson  NY ,8,8,3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,105,10740,2,Albuquerque  NM ,181,181,43892,0,0,0,1,4,250,1,33,4125,158,158,36957,0,0,0,1,4,250,1,33,4125
202505,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,105,31060,5,Los Alamos  NM ,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,105,42140,2,Santa Fe  NM ,20,20,7489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,151,151,40913,1,2,400,0,0,0,4,41,3982,103,103,27505,0,0,0,0,0,0,1,5,2
202505,106,20700,5,East Stroudsburg  PA ,18,18,6165,0,0,0,0,0,0,0,0,0,12,12,4338,0,0,0,0,0,0,0,0,0
202505,107,11020,2,Altoona  PA ,5,5,2314,1,2,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,107,26500,5,Huntingdon  PA ,6,6,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,108,11100,2,Amarillo  TX ,38,38,11129,0,0,0,0,0,0,0,0,0,35,35,10361,0,0,0,0,0,0,0,0,0
202505,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,118,11540,2,Appleton  WI ,64,64,23373,5,10,2100,0,0,0,0,0,0,53,53,19342,5,10,2100,0,0,0,0,0,0
202505,118,36780,2,Oshkosh-Neenah  WI ,29,29,9508,1,2,350,0,0,0,1,30,3064,23,23,6987,1,2,350,0,0,0,1,30,3064
202505,120,11700,2,Asheville  NC ,175,175,76574,0,0,0,0,0,0,5,115,17575,139,139,64600,0,0,0,0,0,0,4,84,12140
202505,120,14820,5,Brevard  NC ,15,15,10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,120,48200,5,Waynesville  NC ,30,30,11249,0,0,0,0,0,0,0,0,0,5,5,2181,0,0,0,0,0,0,0,0,0
202505,122,12020,2,Athens-Clarke County  GA ,55,55,19964,0,0,0,0,0,0,1,5,391,45,45,15341,0,0,0,0,0,0,1,5,391
202505,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,1948,1948,590155,11,22,4695,6,23,3605,68,821,124564,1769,1769,541063,11,22,4695,5,20,3453,64,748,113939
202505,122,15660,5,Calhoun  GA ,25,25,6754,0,0,0,0,0,0,0,0,0,13,13,3105,0,0,0,0,0,0,0,0,0
202505,122,16340,5,Cedartown  GA ,7,7,1976,0,0,0,0,0,0,0,0,0,6,6,1776,0,0,0,0,0,0,0,0,0
202505,122,18460,5,Cornelia  GA ,63,63,15792,0,0,0,0,0,0,0,0,0,48,48,9937,0,0,0,0,0,0,0,0,0
202505,122,23580,2,Gainesville  GA ,168,168,45429,0,0,0,1,3,506,3,16,3052,84,84,20435,0,0,0,0,0,0,0,0,0
202505,122,27600,5,Jefferson  GA ,158,158,50900,0,0,0,0,0,0,1,5,689,48,48,11728,0,0,0,0,0,0,0,0,0
202505,122,29300,5,LaGrange  GA-AL ,22,22,5751,3,6,1116,0,0,0,0,0,0,17,17,4777,3,6,1116,0,0,0,0,0,0
202505,122,40660,2,Rome  GA ,27,27,7023,0,0,0,0,0,0,0,0,0,27,27,7023,0,0,0,0,0,0,0,0,0
202505,122,45580,5,Thomaston  GA ,10,10,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505,132,12940,2,Baton Rouge  LA ,269,269,72918,4,8,515,0,0,0,2,10,176,51,51,12411,0,0,0,0,0,0,0,0,0
202505,132,25220,2,Hammond  LA ,56,56,11198,0,0,0,0,0,0,1,5,474,1,1,165,0,0,0,0,0,0,0,0,0
202505,142,13820,2,Birmingham  AL ,280,280,83895,1,2,1032,0,0,0,1,28,5276,220,220,71095,0,0,0,0,0,0,0,0,0
202505,142,18980,5,Cullman  AL ,14,14,2070,0,0,0,0,0,0,0,0,0,12,12,1503,0,0,0,0,0,0,0,0,0
202505,142,45180,5,Talladega-Sylacauga  AL ,2,2,506,0,0,0,0,0,0,0,0,0,2,2,506,0,0,0,0,0,0,0,0,0
202505,144,13260,5,Bedford  IN ,33,33,7681,4,8,1200,0,0,0,0,0,0,32,32,7328,4,8,1200,0,0,0,0,0,0
