Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202508,101,10180,2,Abilene  TX ,71,71,17219,11,22,3555,0,0,0,0,0,0,69,69,16744,11,22,3555,0,0,0,0,0,0
202508,101,45020,5,Sweetwater  TX ,1,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202508,104,10580,2,Albany-Schenectady-Troy  NY ,135,135,52006,1,2,710,0,0,0,3,15,2777,102,102,40801,0,0,0,0,0,0,0,0,0
202508,104,11220,5,Amsterdam  NY ,6,6,1331,0,0,0,0,0,0,0,0,0,2,2,700,0,0,0,0,0,0,0,0,0
202508,104,24020,2,Glens Falls  NY ,29,29,8532,0,0,0,0,0,0,1,5,739,26,26,7912,0,0,0,0,0,0,0,0,0
202508,104,24100,5,Gloversville  NY ,8,8,2852,0,0,0,0,0,0,0,0,0,6,6,2410,0,0,0,0,0,0,0,0,0
202508,104,26460,5,Hudson  NY ,13,13,3977,0,0,0,0,0,0,0,0,0,1,1,400,0,0,0,0,0,0,0,0,0
202508,105,10740,2,Albuquerque  NM ,137,137,33656,0,0,0,0,0,0,1,55,4942,88,88,23391,0,0,0,0,0,0,0,0,0
202508,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202508,105,31060,5,Los Alamos  NM ,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202508,105,42140,2,Santa Fe  NM ,36,36,14084,0,0,0,0,0,0,0,0,0,36,36,14084,0,0,0,0,0,0,0,0,0
202508,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,96,96,28606,1,2,363,1,3,0,5,120,13483,49,49,16491,1,2,363,0,0,0,1,80,9000
202508,106,20700,5,East Stroudsburg  PA ,17,17,6437,0,0,0,0,0,0,0,0,0,12,12,4847,0,0,0,0,0,0,0,0,0
202508,107,11020,2,Altoona  PA ,4,4,1792,1,2,300,0,0,0,0,0,0,2,2,1218,0,0,0,0,0,0,0,0,0
202508,107,26500,5,Huntingdon  PA ,4,4,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202508,108,11100,2,Amarillo  TX ,45,45,13206,1,2,323,0,0,0,7,312,21000,40,40,11841,1,2,323,0,0,0,7,312,21000
202508,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202508,118,11540,2,Appleton  WI ,49,49,23092,2,4,722,0,0,0,0,0,0,43,43,20942,2,4,722,0,0,0,0,0,0
202508,118,36780,2,Oshkosh-Neenah  WI ,20,20,8656,0,0,0,0,0,0,1,6,920,18,18,7945,0,0,0,0,0,0,1,6,920
202508,120,11700,2,Asheville  NC ,159,159,70503,1,2,363,0,0,0,4,187,24725,128,128,60179,0,0,0,0,0,0,3,154,18939
202508,120,14820,5,Brevard  NC ,13,13,8773,1,2,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202508,120,48200,5,Waynesville  NC ,26,26,10102,0,0,0,0,0,0,0,0,0,6,6,2848,0,0,0,0,0,0,0,0,0
202508,122,12020,2,Athens-Clarke County  GA ,55,55,17386,0,0,0,0,0,0,2,46,5247,37,37,11726,0,0,0,0,0,0,2,46,5247
202508,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,1836,1836,555114,5,10,2295,3,10,1229,30,336,52766,1653,1653,502382,5,10,2295,2,7,1077,25,233,37814
202508,122,15660,5,Calhoun  GA ,27,27,7147,0,0,0,0,0,0,0,0,0,16,16,3895,0,0,0,0,0,0,0,0,0
202508,122,16340,5,Cedartown  GA ,10,10,2809,0,0,0,0,0,0,0,0,0,1,1,308,0,0,0,0,0,0,0,0,0
202508,122,18460,5,Cornelia  GA ,26,26,9361,0,0,0,0,0,0,0,0,0,14,14,4606,0,0,0,0,0,0,0,0,0
202508,122,23580,2,Gainesville  GA ,103,103,28690,0,0,0,1,3,506,1,12,1842,34,34,8131,0,0,0,0,0,0,0,0,0
202508,122,27600,5,Jefferson  GA ,135,135,43425,0,0,0,0,0,0,1,5,689,42,42,10459,0,0,0,0,0,0,0,0,0
202508,122,29300,5,LaGrange  GA-AL ,30,30,9474,0,0,0,0,0,0,0,0,0,8,8,2886,0,0,0,0,0,0,0,0,0
202508,122,40660,2,Rome  GA ,22,22,7722,0,0,0,0,0,0,0,0,0,22,22,7722,0,0,0,0,0,0,0,0,0
202508,122,45580,5,Thomaston  GA ,9,9,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202508,132,12940,2,Baton Rouge  LA ,249,249,68464,5,10,644,0,0,0,27,427,36401,30,30,7677,0,0,0,0,0,0,9,312,33749
202508,132,25220,2,Hammond  LA ,50,50,9050,0,0,0,0,0,0,0,0,0,49,49,8794,0,0,0,0,0,0,0,0,0
202508,142,13820,2,Birmingham  AL ,252,252,84754,2,4,2063,0,0,0,2,42,7915,208,208,76136,0,0,0,0,0,0,0,0,0
202508,142,18980,5,Cullman  AL ,5,5,672,0,0,0,0,0,0,0,0,0,4,4,514,0,0,0,0,0,0,0,0,0
202508,142,45180,5,Talladega-Sylacauga  AL ,12,12,2384,0,0,0,0,0,0,1,8,1258,11,11,2096,0,0,0,0,0,0,1,8,1258
202508,144,13260,5,Bedford  IN ,1,1,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
