Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8808,0040,9999, ,ABILENE TX MSA. . . . . . . . . .,15,15,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8808,0120,9999, ,ALBANY GA MSA . . . . . . . . . .,12,12,688,0,0,0,0,0,0,0,0,0,12,12,688,0,0,0,0,0,0,0,0,0
8808,0160,9999, ,ALBANY-SCHENECTADY-TROY NY MSA. .,403,403,34213,33,66,2596,4,15,857,8,79,4799,341,341,29797,32,64,2537,3,12,771,8,79,4799
8808,0200,9999, ,ALBUQUERQUE NM MSA. . . . . . . .,143,143,12181,0,0,0,0,0,0,0,0,0,143,143,12181,0,0,0,0,0,0,0,0,0
8808,0220,9999, ,ALEXANDRIA LA MSA . . . . . . . .,3,3,177,0,0,0,0,0,0,0,0,0,3,3,177,0,0,0,0,0,0,0,0,0
8808,0240,9999, ,ALLENTOWN-BETHLEHEM PA-NJ MSA . .,348,348,32598,8,16,702,0,0,0,3,24,1080,324,324,30956,8,16,702,0,0,0,3,24,1080
8808,0280,9999, ,ALTOONA PA MSA. . . . . . . . . .,25,25,1634,0,0,0,1,4,75,0,0,0,22,22,1494,0,0,0,1,4,75,0,0,0
8808,0320,9999, ,AMARILLO TX MSA . . . . . . . . .,12,12,859,0,0,0,0,0,0,0,0,0,12,12,859,0,0,0,0,0,0,0,0,0
8808,0380,9999, ,ANCHORAGE AK MSA. . . . . . . . .,34,34,3222,0,0,0,0,0,0,0,0,0,34,34,3222,0,0,0,0,0,0,0,0,0
8808,0400,9999, ,ANDERSON IN MSA . . . . . . . . .,14,14,854,0,0,0,0,0,0,1,16,228,12,12,715,0,0,0,0,0,0,0,0,0
8808,0405,9999, ,ANDERSON SC MSA . . . . . . . . .,51,51,3426,3,6,160,0,0,0,0,0,0,51,51,3426,3,6,160,0,0,0,0,0,0
8808,0450,9999, ,ANNISTON AL MSA . . . . . . . . .,14,14,981,0,0,0,1,4,90,0,0,0,14,14,981,0,0,0,1,4,90,0,0,0
8808,0460,9999, ,APPLETON-OSHKOSH-NEENAH WI MSA. .,95,95,6867,5,10,372,1,4,83,3,28,596,18,18,1374,2,4,161,0,0,0,0,0,0
8808,0480,9999, ,ASHEVILLE NC MSA. . . . . . . . .,101,101,7330,1,2,65,0,0,0,4,60,3453,100,100,7005,1,2,65,0,0,0,4,60,3453
8808,0500,9999, ,ATHENS GA MSA . . . . . . . . . .,56,56,4942,2,4,175,0,0,0,0,0,0,56,56,4942,2,4,175,0,0,0,0,0,0
8808,0520,9999, ,ATLANTA GA MSA. . . . . . . . . .,2727,2727,206938,25,50,1657,13,47,1214,90,1266,35274,2710,2710,206075,23,46,1594,13,47,1214,90,1266,35274
8808,0560,9999, ,ATLANTIC CITY NJ MSA. . . . . . .,267,267,20108,34,68,5150,6,24,2400,7,88,5665,223,223,17427,33,66,5073,6,24,2400,1,24,1791
8808,0600,9999, ,AUGUSTA GA-SC MSA . . . . . . . .,164,164,11494,0,0,0,0,0,0,1,10,124,163,163,11446,0,0,0,0,0,0,1,10,124
8808,0640,9999, ,AUSTIN TX MSA . . . . . . . . . .,184,184,18525,0,0,0,0,0,0,0,0,0,184,184,18525,0,0,0,0,0,0,0,0,0
8808,0680,9999, ,BAKERSFIELD CA MSA. . . . . . . .,291,291,25706,0,0,0,6,21,808,2,36,913,246,246,22846,0,0,0,2,8,379,1,6,229
8808,0720,9999, ,BALTIMORE MD MSA. . . . . . . . .,1332,1332,93521,0,0,0,2,8,287,16,192,5805,1311,1311,92410,0,0,0,2,8,287,16,192,5805
8808,0730,9999, ,BANGOR ME MSA . . . . . . . . . .,32,32,2604,0,0,0,1,3,86,2,10,294,26,26,2154,0,0,0,0,0,0,0,0,0
8808,0760,9999, ,BATON ROUGE LA MSA. . . . . . . .,62,62,5209,0,0,0,0,0,0,0,0,0,60,60,5109,0,0,0,0,0,0,0,0,0
8808,0780,9999, ,BATTLE CREEK MI MSA . . . . . . .,3,3,245,0,0,0,0,0,0,0,0,0,3,3,245,0,0,0,0,0,0,0,0,0
8808,0840,9999, ,BEAUMONT-PORT ARTHUR TX MSA . . .,13,13,904,0,0,0,0,0,0,0,0,0,13,13,904,0,0,0,0,0,0,0,0,0
8808,0860,9999, ,BELLINGHAM WA MSA . . . . . . . .,38,38,2613,0,0,0,0,0,0,1,6,181,6,6,552,0,0,0,0,0,0,0,0,0
8808,0870,9999, ,BENTON HARBOR MI MSA. . . . . . .,14,14,847,0,0,0,0,0,0,0,0,0,13,13,751,0,0,0,0,0,0,0,0,0
8808,0880,9999, ,BILLINGS MT MSA . . . . . . . . .,7,7,625,0,0,0,0,0,0,0,0,0,6,6,569,0,0,0,0,0,0,0,0,0
