Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202411,101,10180,2,Abilene  TX ,17,17,4889,2,4,621,0,0,0,0,0,0,17,17,4889,2,4,621,0,0,0,0,0,0
202411,101,45020,5,Sweetwater  TX ,1,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202411,104,10580,2,Albany-Schenectady-Troy  NY ,84,84,29289,1,2,195,1,3,300,12,129,280688,55,55,18351,1,2,195,1,3,300,9,112,279208
202411,104,11220,5,Amsterdam  NY ,2,2,342,0,0,0,0,0,0,14,168,36000,0,0,0,0,0,0,0,0,0,14,168,36000
202411,104,24020,2,Glens Falls  NY ,18,18,5951,0,0,0,0,0,0,0,0,0,17,17,5659,0,0,0,0,0,0,0,0,0
202411,104,24100,5,Gloversville  NY ,3,3,1180,0,0,0,0,0,0,1,6,1600,1,1,450,0,0,0,0,0,0,0,0,0
202411,104,26460,5,Hudson  NY ,11,11,4942,0,0,0,0,0,0,0,0,0,3,3,380,0,0,0,0,0,0,0,0,0
202411,105,10740,2,Albuquerque  NM ,187,187,60475,0,0,0,0,0,0,8,216,28822,167,167,54539,0,0,0,0,0,0,8,216,28822
202411,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202411,105,31060,5,Los Alamos  NM ,3,3,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202411,105,42140,2,Santa Fe  NM ,17,17,7699,0,0,0,0,0,0,0,0,0,17,17,7699,0,0,0,0,0,0,0,0,0
202411,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,72,72,22145,0,0,0,1,3,1090,2,11,2693,34,34,13049,0,0,0,1,3,1090,0,0,0
202411,106,20700,5,East Stroudsburg  PA ,20,20,7742,0,0,0,0,0,0,0,0,0,15,15,5749,0,0,0,0,0,0,0,0,0
202411,107,11020,2,Altoona  PA ,7,7,2152,0,0,0,0,0,0,0,0,0,1,1,300,0,0,0,0,0,0,0,0,0
202411,107,26500,5,Huntingdon  PA ,5,5,2119,0,0,0,0,0,0,0,0,0,1,1,475,0,0,0,0,0,0,0,0,0
202411,108,11100,2,Amarillo  TX ,39,39,11153,1,2,310,0,0,0,0,0,0,37,37,10641,1,2,310,0,0,0,0,0,0
202411,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202411,118,11540,2,Appleton  WI ,37,37,13937,0,0,0,0,0,0,0,0,0,29,29,11279,0,0,0,0,0,0,0,0,0
202411,118,36780,2,Oshkosh-Neenah  WI ,27,27,9626,1,2,440,0,0,0,0,0,0,23,23,7905,1,2,440,0,0,0,0,0,0
202411,120,11700,2,Asheville  NC ,148,148,58544,1,2,416,0,0,0,3,15,2448,56,56,26365,0,0,0,0,0,0,0,0,0
202411,120,14820,5,Brevard  NC ,14,14,8272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202411,120,48200,5,Waynesville  NC ,33,33,9205,1,2,257,0,0,0,0,0,0,20,20,3262,0,0,0,0,0,0,0,0,0
202411,122,12020,2,Athens-Clarke County  GA ,71,71,23248,0,0,0,0,0,0,0,0,0,39,39,14276,0,0,0,0,0,0,0,0,0
202411,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,1619,1619,464991,7,14,3159,5,20,4925,47,864,145270,1521,1521,441093,7,14,3159,5,20,4925,44,826,137950
202411,122,15660,5,Calhoun  GA ,12,12,3155,0,0,0,0,0,0,0,0,0,4,4,885,0,0,0,0,0,0,0,0,0
202411,122,16340,5,Cedartown  GA ,5,5,2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202411,122,18460,5,Cornelia  GA ,15,15,5284,0,0,0,0,0,0,0,0,0,5,5,1390,0,0,0,0,0,0,0,0,0
202411,122,23580,2,Gainesville  GA ,73,73,17619,0,0,0,0,0,0,1,6,1043,32,32,7808,0,0,0,0,0,0,1,6,1043
202411,122,27600,5,Jefferson  GA ,105,105,32416,0,0,0,0,0,0,1,7,740,56,56,18654,0,0,0,0,0,0,0,0,0
202411,122,29300,5,LaGrange  GA-AL ,21,21,5802,0,0,0,0,0,0,2,40,5885,7,7,2307,0,0,0,0,0,0,0,0,0
202411,122,40660,2,Rome  GA ,5,5,112,0,0,0,0,0,0,0,0,0,5,5,112,0,0,0,0,0,0,0,0,0
202411,122,45580,5,Thomaston  GA ,7,7,1193,0,0,0,0,0,0,0,0,0,1,1,250,0,0,0,0,0,0,0,0,0
202411,132,12940,2,Baton Rouge  LA ,211,211,52349,0,0,0,0,0,0,1,15,1534,25,25,5337,0,0,0,0,0,0,0,0,0
202411,132,25220,2,Hammond  LA ,50,50,8839,0,0,0,0,0,0,1,28,2666,0,0,0,0,0,0,0,0,0,0,0,0
202411,142,13820,2,Birmingham  AL ,197,197,63538,1,2,1182,0,0,0,1,18,2850,165,165,53577,0,0,0,0,0,0,0,0,0
202411,142,18980,5,Cullman  AL ,15,15,2526,2,4,325,0,0,0,0,0,0,13,13,2059,2,4,325,0,0,0,0,0,0
202411,142,45180,5,Talladega-Sylacauga  AL ,12,12,3092,0,0,0,0,0,0,0,0,0,11,11,2844,0,0,0,0,0,0,0,0,0
202411,144,13260,5,Bedford  IN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
