Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201712,104,10580,C,Albany-Schenectady-Troy  NY ,90,90,24514,3,6,900,4,16,2480,6,56,6451,65,65,17711,3,6,900,4,16,2480,1,5,400
201712,104,24020, ,Glens Falls  NY ,19,19,3408,0,0,0,0,0,0,0,0,0,14,14,3012,0,0,0,0,0,0,0,0,0
201712,106,10740,C,Albuquerque  NM ,243,243,49295,0,0,0,0,0,0,1,6,250,226,226,46599,0,0,0,0,0,0,0,0,0
201712,106,42140,C,Santa Fe  NM ,10,10,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,108,11100, ,Amarillo  TX ,41,41,10302,1,2,192,0,0,0,0,0,0,41,41,10302,1,2,192,0,0,0,0,0,0
201712,118,11540, ,Appleton  WI ,8,8,2833,2,4,530,0,0,0,0,0,0,8,8,2833,2,4,530,0,0,0,0,0,0
201712,118,36780, ,Oshkosh-Neenah  WI ,10,10,2672,0,0,0,0,0,0,0,0,0,8,8,2214,0,0,0,0,0,0,0,0,0
201712,120,11700, ,Asheville  NC ,124,124,32501,0,0,0,0,0,0,4,72,4995,37,37,8672,0,0,0,0,0,0,0,0,0
201712,122,12020, ,Athens-Clarke County  GA ,14,14,5445,0,0,0,0,0,0,0,0,0,14,14,5445,0,0,0,0,0,0,0,0,0
201712,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,1543,1543,350254,0,0,0,8,30,6207,7,182,17853,1329,1329,306151,0,0,0,8,30,6207,4,133,12964
201712,122,23580, ,Gainesville  GA ,43,43,8655,0,0,0,0,0,0,0,0,0,12,12,1775,0,0,0,0,0,0,0,0,0
201712,140,13460, ,Bend-Redmond  OR ,128,128,29510,1,2,248,0,0,0,0,0,0,103,103,24086,1,2,248,0,0,0,0,0,0
201712,142,13820,C,Birmingham-Hoover  AL ,158,158,40704,0,0,0,0,0,0,2,36,4931,91,91,25118,0,0,0,0,0,0,0,0,0
201712,144,14020,C,Bloomington  IN ,19,19,4915,1,2,242,0,0,0,1,9,1045,19,19,4915,1,2,242,0,0,0,1,9,1045
201712,145,14010, ,Bloomington  IL ,8,8,917,0,0,0,0,0,0,0,0,0,8,8,917,0,0,0,0,0,0,0,0,0
201712,146,14100,C,Bloomsburg-Berwick  PA ,8,8,2116,0,0,0,0,0,0,1,5,675,2,2,591,0,0,0,0,0,0,0,0,0
201712,147,14260,C,Boise City  ID ,515,515,90233,0,0,0,0,0,0,2,17,1223,512,512,89837,0,0,0,0,0,0,1,12,925
201712,148,12700, ,Barnstable Town  MA ,6,6,1918,0,0,0,0,0,0,0,0,0,2,2,381,0,0,0,0,0,0,0,0,0
201712,148,14460,C,Boston-Cambridge-Newton  MA-NH ,420,420,119141,14,28,4607,12,39,5827,25,1642,241634,303,303,89998,9,18,3115,11,36,5439,10,1477,220343
201712,148,31700, ,Manchester-Nashua  NH ,25,25,5151,0,0,0,0,0,0,1,18,2309,15,15,3599,0,0,0,0,0,0,0,0,0
201712,148,39300,C,Providence-Warwick  RI-MA ,133,133,28567,7,14,1698,2,6,589,1,11,1314,85,85,17613,6,12,1184,0,0,0,0,0,0
201712,148,49340, ,Worcester  MA-CT ,15,15,3090,0,0,0,0,0,0,0,0,0,14,14,2844,0,0,0,0,0,0,0,0,0
201712,150,14540, ,Bowling Green  KY ,47,47,10869,0,0,0,2,8,540,7,184,19820,47,47,10869,0,0,0,2,8,540,7,184,19820
201712,154,15180, ,Brownsville-Harlingen  TX ,53,53,5577,2,4,212,0,0,0,0,0,0,53,53,5577,2,4,212,0,0,0,0,0,0
201712,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,49,49,12152,1,2,249,1,4,845,1,41,9245,44,44,11361,1,2,249,1,4,845,0,0,0
201712,162,15980,C,Cape Coral-Fort Myers  FL ,375,375,86020,15,30,3833,2,8,2213,1,34,7250,375,375,86020,15,30,3833,2,8,2213,1,34,7250
201712,162,34940, ,Naples-Immokalee-Marco Island  FL ,192,192,49729,0,0,0,2,8,1430,2,16,2348,192,192,49729,0,0,0,2,8,1430,2,16,2348
201712,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,168,16300, ,Cedar Rapids  IA ,15,15,2279,1,2,237,0,0,0,2,71,5914,15,15,2279,1,2,237,0,0,0,2,71,5914
201712,168,26980, ,Iowa City  IA ,20,20,4460,0,0,0,6,24,3777,0,0,0,19,19,4322,0,0,0,6,24,3777,0,0,0
201712,170,16620, ,Charleston  WV ,5,5,860,0,0,0,0,0,0,1,5,318,3,3,450,0,0,0,0,0,0,0,0,0
201712,170,26580, ,Huntington-Ashland  WV-KY-OH ,20,20,3629,1,2,125,0,0,0,0,0,0,19,19,3550,1,2,125,0,0,0,0,0,0
201712,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,754,754,192814,6,12,893,0,0,0,19,416,44330,630,630,152374,6,12,893,0,0,0,17,390,41587
201712,174,16860, ,Chattanooga  TN-GA ,102,102,18862,1,2,188,0,0,0,1,33,2672,58,58,10310,0,0,0,0,0,0,0,0,0
201712,174,17420, ,Cleveland  TN ,20,20,3461,1,2,142,1,3,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,502,502,147907,4,8,1259,17,53,11790,28,1136,128738,417,417,126073,4,8,1259,17,53,11790,23,1083,122791
