Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9309,0040,9999, ,Abilene TX MSA,21,21,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9309,0120,9999, ,Albany GA MSA,13,13,1030,9,18,647,4,14,548,0,0,0,13,13,1030,9,18,647,4,14,548,0,0,0
9309,0160,9999, ,Albany-Schenectady-Troy NY MSA,232,232,25355,7,14,554,0,0,0,3,33,795,199,199,21984,4,8,350,0,0,0,3,33,795
9309,0200,9999, ,Albuquerque NM MSA,360,360,31523,0,0,0,0,0,0,3,227,7400,298,298,28325,0,0,0,0,0,0,3,227,7400
9309,0220,9999, ,Alexandria LA MSA,5,5,424,0,0,0,0,0,0,0,0,0,5,5,424,0,0,0,0,0,0,0,0,0
9309,0240,9999, ,Allentown-Bethlehem-Easton PA MSA,190,190,20480,1,2,81,1,3,470,1,5,148,159,159,17448,1,2,81,1,3,470,0,0,0
9309,0280,9999, ,Altoona PA MSA,16,16,1624,0,0,0,0,0,0,0,0,0,15,15,1551,0,0,0,0,0,0,0,0,0
9309,0320,9999, ,Amarillo TX MSA,50,50,5251,0,0,0,0,0,0,0,0,0,50,50,5251,0,0,0,0,0,0,0,0,0
9309,0380,9999, ,Anchorage AK MSA,120,120,19019,1,2,256,0,0,0,0,0,0,120,120,19019,1,2,256,0,0,0,0,0,0
9309,0450,9999, ,Anniston AL MSA,20,20,1301,0,0,0,0,0,0,0,0,0,20,20,1301,0,0,0,0,0,0,0,0,0
9309,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,113,113,10689,6,12,619,1,3,84,8,111,2872,27,27,2584,2,4,243,0,0,0,4,69,2143
9309,0480,9999, ,Asheville NC MSA,66,66,6224,0,0,0,1,4,136,0,0,0,66,66,6224,0,0,0,1,4,136,0,0,0
9309,0500,9999, ,Athens GA MSA,40,40,4519,0,0,0,0,0,0,1,6,717,40,40,4519,0,0,0,0,0,0,1,6,717
9309,0520,9999, ,Atlanta GA MSA,2887,2887,259498,0,0,0,0,0,0,83,871,32061,2702,2702,248800,0,0,0,0,0,0,82,866,31865
9309,0600,9999, ,Augusta-Aiken GA-SC MSA,198,198,16614,0,0,0,0,0,0,0,0,0,177,177,14697,0,0,0,0,0,0,0,0,0
9309,0640,9999, ,Austin-San Marcos TX MSA,648,648,57962,1,2,100,0,0,0,0,0,0,632,632,56624,1,2,100,0,0,0,0,0,0
9309,0680,9999, ,Bakersfield CA MSA,276,276,25754,2,4,147,2,7,372,0,0,0,146,146,13960,1,2,75,1,4,236,0,0,0
9309,0730,9999, ,Bangor ME MSA,21,21,2021,0,0,0,0,0,0,0,0,0,18,18,1825,0,0,0,0,0,0,0,0,0
9309,0740,9999, ,Barnstable-Yarmouth MA MSA,99,99,10447,0,0,0,1,3,353,0,0,0,86,86,9103,0,0,0,1,3,353,0,0,0
9309,0760,9999, ,Baton Rouge LA MSA,142,142,10704,0,0,0,0,0,0,0,0,0,141,141,10631,0,0,0,0,0,0,0,0,0
9309,0840,9999, ,Beaumont-Port Arthur TX MSA,18,18,1597,0,0,0,0,0,0,0,0,0,18,18,1597,0,0,0,0,0,0,0,0,0
9309,0860,9999, ,Bellingham WA MSA,97,97,9353,5,10,652,2,6,418,3,30,1423,15,15,1506,0,0,0,0,0,0,0,0,0
9309,0870,9999, ,Benton Harbor MI MSA,9,9,927,0,0,0,0,0,0,0,0,0,6,6,586,0,0,0,0,0,0,0,0,0
9309,0880,9999, ,Billings MT MSA,48,48,4689,1,2,146,0,0,0,0,0,0,48,48,4689,1,2,146,0,0,0,0,0,0
9309,0920,9999, ,Biloxi-Gulfport-Pascagoula MS MSA,175,175,10547,0,0,0,0,0,0,0,0,0,155,155,9241,0,0,0,0,0,0,0,0,0
9309,0960,9999, ,Binghamton NY MSA,9,9,833,0,0,0,0,0,0,0,0,0,9,9,833,0,0,0,0,0,0,0,0,0
9309,1000,9999, ,Birmingham AL MSA,398,398,41488,1,2,70,1,3,35,2,14,998,279,279,31184,0,0,0,0,0,0,2,14,998
9309,1010,9999, ,Bismarck ND MSA,55,55,5503,0,0,0,1,4,140,1,12,928,55,55,5503,0,0,0,1,4,140,1,12,928
9309,1020,9999, ,Bloomington IN MSA,61,61,5624,4,8,404,0,0,0,0,0,0,61,61,5624,4,8,404,0,0,0,0,0,0
9309,1040,9999, ,Bloomington-Normal IL MSA,63,63,5624,1,2,60,3,12,300,0,0,0,63,63,5624,1,2,60,3,12,300,0,0,0
9309,1080,9999, ,Boise City ID MSA,407,407,39771,9,18,924,23,90,3538,7,53,1320,329,329,33878,9,18,924,22,87,3384,6,48,1130
