Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202504,101,10180,2,Abilene  TX ,44,44,12799,2,4,646,0,0,0,0,0,0,41,41,12137,2,4,646,0,0,0,0,0,0
202504,101,45020,5,Sweetwater  TX ,2,2,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,104,10580,2,Albany-Schenectady-Troy  NY ,104,104,39658,0,0,0,4,16,2800,5,161,35467,63,63,24249,0,0,0,4,16,2800,3,151,33495
202504,104,11220,5,Amsterdam  NY ,3,3,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,104,24020,2,Glens Falls  NY ,30,30,10883,1,2,363,0,0,0,1,5,739,28,28,10567,1,2,363,0,0,0,0,0,0
202504,104,24100,5,Gloversville  NY ,4,4,1475,0,0,0,0,0,0,0,0,0,2,2,800,0,0,0,0,0,0,0,0,0
202504,104,26460,5,Hudson  NY ,12,12,3839,0,0,0,0,0,0,0,0,0,2,2,410,0,0,0,0,0,0,0,0,0
202504,105,10740,2,Albuquerque  NM ,178,178,47573,2,4,708,0,0,0,2,64,5751,108,108,33120,0,0,0,0,0,0,0,0,0
202504,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,105,31060,5,Los Alamos  NM ,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,105,42140,2,Santa Fe  NM ,21,21,7864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,110,110,29043,8,16,2879,2,6,516,13,222,26882,64,64,16475,8,16,2879,0,0,0,8,176,21788
202504,106,20700,5,East Stroudsburg  PA ,22,22,6074,0,0,0,0,0,0,0,0,0,12,12,3293,0,0,0,0,0,0,0,0,0
202504,107,11020,2,Altoona  PA ,7,7,3741,0,0,0,0,0,0,0,0,0,1,1,1600,0,0,0,0,0,0,0,0,0
202504,107,26500,5,Huntingdon  PA ,3,3,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,108,11100,2,Amarillo  TX ,36,36,10498,1,2,323,0,0,0,0,0,0,31,31,9177,1,2,323,0,0,0,0,0,0
202504,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,118,11540,2,Appleton  WI ,72,72,24640,1,2,412,0,0,0,0,0,0,60,60,20388,1,2,412,0,0,0,0,0,0
202504,118,36780,2,Oshkosh-Neenah  WI ,28,28,12929,1,2,500,0,0,0,2,16,3201,24,24,11345,1,2,500,0,0,0,2,16,3201
202504,120,11700,2,Asheville  NC ,184,184,76708,0,0,0,0,0,0,2,69,10577,66,66,31344,0,0,0,0,0,0,0,0,0
202504,120,14820,5,Brevard  NC ,16,16,10797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,120,48200,5,Waynesville  NC ,25,25,9067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,122,12020,2,Athens-Clarke County  GA ,89,89,32262,0,0,0,0,0,0,0,0,0,67,67,25285,0,0,0,0,0,0,0,0,0
202504,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,2178,2178,638057,8,16,3265,0,0,0,39,1228,177094,1941,1941,568543,8,16,3265,0,0,0,34,1150,165772
202504,122,15660,5,Calhoun  GA ,42,42,8941,0,0,0,0,0,0,0,0,0,30,30,5292,0,0,0,0,0,0,0,0,0
202504,122,16340,5,Cedartown  GA ,13,13,3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,122,18460,5,Cornelia  GA ,17,17,6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,122,23580,2,Gainesville  GA ,116,116,35881,0,0,0,1,4,674,4,29,3488,31,31,10550,0,0,0,0,0,0,3,18,1800
202504,122,27600,5,Jefferson  GA ,172,172,62123,0,0,0,0,0,0,1,6,1044,135,135,51619,0,0,0,0,0,0,1,6,1044
202504,122,29300,5,LaGrange  GA-AL ,50,50,13320,0,0,0,0,0,0,0,0,0,42,42,11892,0,0,0,0,0,0,0,0,0
202504,122,40660,2,Rome  GA ,61,61,14638,0,0,0,0,0,0,0,0,0,61,61,14638,0,0,0,0,0,0,0,0,0
202504,122,45580,5,Thomaston  GA ,12,12,3385,0,0,0,1,3,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202504,132,12940,2,Baton Rouge  LA ,308,308,83552,3,6,386,0,0,0,14,107,2511,47,47,11733,0,0,0,0,0,0,0,0,0
202504,132,25220,2,Hammond  LA ,67,67,13524,0,0,0,0,0,0,3,87,8243,0,0,0,0,0,0,0,0,0,0,0,0
202504,142,13820,2,Birmingham  AL ,337,337,106833,1,2,1032,0,0,0,2,43,8103,289,289,91636,0,0,0,0,0,0,0,0,0
202504,142,18980,5,Cullman  AL ,19,19,2989,0,0,0,0,0,0,0,0,0,16,16,2264,0,0,0,0,0,0,0,0,0
202504,142,45180,5,Talladega-Sylacauga  AL ,12,12,1993,0,0,0,0,0,0,1,6,944,11,11,1705,0,0,0,0,0,0,1,6,944
202504,144,13260,5,Bedford  IN ,10,10,1903,0,0,0,0,0,0,0,0,0,9,9,1550,0,0,0,0,0,0,0,0,0
