Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202512,101,10180,2,Abilene  TX ,166,166,34160,24,48,7756,0,0,0,0,0,0,164,164,33786,24,48,7756,0,0,0,0,0,0
202512,101,45020,5,Sweetwater  TX ,1,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,104,10580,2,Albany-Schenectady-Troy  NY ,149,149,58620,2,4,960,0,0,0,3,26,4334,116,116,47720,1,2,250,0,0,0,0,0,0
202512,104,11220,5,Amsterdam  NY ,6,6,1472,0,0,0,0,0,0,0,0,0,2,2,650,0,0,0,0,0,0,0,0,0
202512,104,24020,2,Glens Falls  NY ,30,30,18417,0,0,0,0,0,0,1,10,1479,28,28,18068,0,0,0,0,0,0,0,0,0
202512,104,24100,5,Gloversville  NY ,6,6,1914,0,0,0,0,0,0,0,0,0,4,4,1429,0,0,0,0,0,0,0,0,0
202512,104,26460,5,Hudson  NY ,15,15,10768,0,0,0,0,0,0,0,0,0,8,8,7555,0,0,0,0,0,0,0,0,0
202512,105,10740,2,Albuquerque  NM ,132,132,33135,0,0,0,0,0,0,7,223,18786,112,112,27125,0,0,0,0,0,0,7,223,18786
202512,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,105,31060,5,Los Alamos  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,105,42140,2,Santa Fe  NM ,16,16,5688,0,0,0,0,0,0,0,0,0,16,16,5688,0,0,0,0,0,0,0,0,0
202512,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,93,93,28025,0,0,0,1,3,0,5,92,9748,48,48,17012,0,0,0,0,0,0,0,0,0
202512,106,20700,5,East Stroudsburg  PA ,17,17,5178,0,0,0,0,0,0,1,8,2357,11,11,3552,0,0,0,0,0,0,1,8,2357
202512,107,11020,2,Altoona  PA ,5,5,2573,0,0,0,0,0,0,1,5,288,2,2,1280,0,0,0,0,0,0,0,0,0
202512,107,26500,5,Huntingdon  PA ,7,7,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,108,11100,2,Amarillo  TX ,84,84,24786,0,0,0,0,0,0,0,0,0,82,82,24273,0,0,0,0,0,0,0,0,0
202512,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,118,11540,2,Appleton  WI ,16,16,10716,1,2,550,0,0,0,12,228,19549,12,12,8921,1,2,550,0,0,0,12,228,19549
202512,118,36780,2,Oshkosh-Neenah  WI ,13,13,6863,1,2,250,0,0,0,5,64,10135,10,10,5563,0,0,0,0,0,0,5,64,10135
202512,120,11700,2,Asheville  NC ,128,128,58824,0,0,0,0,0,0,1,20,3506,101,101,49862,0,0,0,0,0,0,0,0,0
202512,120,14820,5,Brevard  NC ,11,11,7423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,120,48200,5,Waynesville  NC ,26,26,9564,0,0,0,0,0,0,3,84,17582,8,8,3035,0,0,0,0,0,0,3,84,17582
202512,122,12020,2,Athens-Clarke County  GA ,45,45,15706,0,0,0,0,0,0,0,0,0,28,28,10416,0,0,0,0,0,0,0,0,0
202512,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,1375,1375,406823,12,24,3653,1,4,615,43,1014,201781,1175,1175,349483,12,24,3653,1,4,615,38,959,193891
202512,122,15660,5,Calhoun  GA ,22,22,5788,0,0,0,0,0,0,0,0,0,14,14,3355,0,0,0,0,0,0,0,0,0
202512,122,16340,5,Cedartown  GA ,9,9,2518,0,0,0,0,0,0,0,0,0,1,1,217,0,0,0,0,0,0,0,0,0
202512,122,18460,5,Cornelia  GA ,15,15,5432,0,0,0,0,0,0,1,5,286,2,2,519,0,0,0,0,0,0,0,0,0
202512,122,23580,2,Gainesville  GA ,141,141,38294,0,0,0,1,3,506,1,7,1074,80,80,20159,0,0,0,0,0,0,0,0,0
202512,122,27600,5,Jefferson  GA ,104,104,33329,0,0,0,0,0,0,0,0,0,63,63,21460,0,0,0,0,0,0,0,0,0
202512,122,29300,5,LaGrange  GA-AL ,40,40,11556,0,0,0,0,0,0,0,0,0,36,36,10697,0,0,0,0,0,0,0,0,0
202512,122,40660,2,Rome  GA ,45,45,12464,0,0,0,0,0,0,0,0,0,45,45,12464,0,0,0,0,0,0,0,0,0
202512,122,45580,5,Thomaston  GA ,8,8,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,132,12940,2,Baton Rouge  LA ,251,251,69146,3,6,386,0,0,0,17,98,1723,89,89,24391,0,0,0,0,0,0,0,0,0
202512,132,25220,2,Hammond  LA ,53,53,10677,1,2,100,0,0,0,4,83,7864,0,0,0,0,0,0,0,0,0,0,0,0
202512,142,13820,2,Birmingham  AL ,202,202,59405,1,2,1032,0,0,0,11,365,64122,173,173,51997,0,0,0,0,0,0,9,300,51873
202512,142,18980,5,Cullman  AL ,21,21,3220,0,0,0,0,0,0,0,0,0,21,21,3220,0,0,0,0,0,0,0,0,0
202512,142,45180,5,Talladega-Sylacauga  AL ,11,11,2222,0,0,0,0,0,0,0,0,0,11,11,2222,0,0,0,0,0,0,0,0,0
202512,144,13260,5,Bedford  IN ,4,4,743,0,0,0,0,0,0,0,0,0,3,3,390,0,0,0,0,0,0,0,0,0
