Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200002,0040,9999,,Abilene  TX MSA ,16,16,2426,0,0,0,0,0,0,0,0,0,16,16,2426,0,0,0,0,0,0,0,0,0
200002,0120,9999,,Albany  GA MSA ,47,47,5382,0,0,0,0,0,0,0,0,0,47,47,5382,0,0,0,0,0,0,0,0,0
200002,0160,9999,,Albany-Schenectady-Troy  NY MSA ,82,82,12209,0,0,0,0,0,0,1,5,291,74,74,11363,0,0,0,0,0,0,0,0,0
200002,0200,9999,,Albuquerque  NM MSA ,407,407,40384,0,0,0,0,0,0,2,20,727,349,349,33429,0,0,0,0,0,0,2,20,727
200002,0220,9999,,Alexandria  LA MSA ,33,33,3748,0,0,0,0,0,0,0,0,0,8,8,1089,0,0,0,0,0,0,0,0,0
200002,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,116,116,13230,0,0,0,1,3,183,0,0,0,98,98,11094,0,0,0,0,0,0,0,0,0
200002,0280,9999,,Altoona  PA MSA ,3,3,281,0,0,0,0,0,0,0,0,0,3,3,281,0,0,0,0,0,0,0,0,0
200002,0320,9999,,Amarillo  TX MSA ,39,39,5087,0,0,0,0,0,0,0,0,0,39,39,5087,0,0,0,0,0,0,0,0,0
200002,0380,9999,,Anchorage  AK MSA ,31,31,4309,2,4,353,0,0,0,0,0,0,31,31,4309,2,4,353,0,0,0,0,0,0
200002,0450,9999,,Anniston  AL MSA ,13,13,1171,0,0,0,0,0,0,1,6,275,0,0,0,0,0,0,0,0,0,0,0,0
200002,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,101,101,14276,4,8,538,0,0,0,2,20,887,78,78,11163,4,8,538,0,0,0,0,0,0
200002,0480,9999,,Asheville  NC MSA ,80,80,11630,4,8,541,0,0,0,1,6,330,80,80,11630,4,8,541,0,0,0,1,6,330
200002,0500,9999,,Athens  GA MSA ,101,101,12180,8,16,742,1,4,206,4,38,2467,87,87,10986,8,16,742,1,4,206,4,38,2467
200002,0520,9999,,Atlanta  GA MSA ,3852,3852,422810,7,14,916,19,76,3732,37,985,48727,3658,3658,404034,7,14,916,19,76,3732,36,971,48317
200002,0600,9999,,Augusta-Aiken  GA-SC MSA ,212,212,24784,0,0,0,1,3,38,1,6,77,190,190,22134,0,0,0,0,0,0,0,0,0
200002,0640,9999,,Austin-San Marcos  TX MSA ,828,828,110607,2,4,232,0,0,0,18,350,17299,774,774,103368,2,4,232,0,0,0,18,350,17299
200002,0680,9999,,Bakersfield  CA MSA ,163,163,16949,0,0,0,3,11,645,1,21,1333,37,37,4070,0,0,0,1,4,168,0,0,0
200002,0730,9999,,Bangor  ME MSA ,10,10,1031,0,0,0,0,0,0,0,0,0,6,6,612,0,0,0,0,0,0,0,0,0
200002,0740,9999,,Barnstable-Yarmouth  MA MSA ,89,89,16526,1,2,262,1,3,393,0,0,0,66,66,12354,1,2,262,0,0,0,0,0,0
200002,0760,9999,,Baton Rouge  LA MSA ,124,124,9851,1,2,43,1,3,150,2,32,1301,23,23,1932,0,0,0,0,0,0,0,0,0
200002,0840,9999,,Beaumont-Port Arthur  TX MSA ,52,52,5597,0,0,0,0,0,0,0,0,0,42,42,4524,0,0,0,0,0,0,0,0,0
200002,0860,9999,,Bellingham  WA MSA ,67,67,9307,2,4,401,0,0,0,1,5,193,11,11,1527,0,0,0,0,0,0,0,0,0
200002,0870,9999,,Benton Harbor  MI MSA ,5,5,550,0,0,0,0,0,0,0,0,0,5,5,550,0,0,0,0,0,0,0,0,0
200002,0880,9999,,Billings  MT MSA ,32,32,3357,0,0,0,0,0,0,0,0,0,32,32,3357,0,0,0,0,0,0,0,0,0
200002,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,188,188,17379,1,2,59,1,3,76,0,0,0,184,184,16936,1,2,59,1,3,76,0,0,0
200002,0960,9999,,Binghamton  NY MSA ,3,3,478,0,0,0,0,0,0,0,0,0,2,2,265,0,0,0,0,0,0,0,0,0
200002,1000,9999,,Birmingham  AL MSA ,365,365,48297,0,0,0,0,0,0,0,0,0,239,239,33888,0,0,0,0,0,0,0,0,0
200002,1010,9999,,Bismarck  ND MSA ,7,7,1050,0,0,0,0,0,0,0,0,0,7,7,1050,0,0,0,0,0,0,0,0,0
200002,1020,9999,,Bloomington  IN MSA ,30,30,3944,0,0,0,0,0,0,1,6,302,30,30,3944,0,0,0,0,0,0,1,6,302
200002,1040,9999,,Bloomington-Normal  IL MSA ,43,43,4113,0,0,0,0,0,0,4,62,1513,43,43,4113,0,0,0,0,0,0,4,62,1513
200002,1080,9999,,Boise City  ID MSA ,386,386,50325,5,10,688,0,0,0,0,0,0,314,314,41722,5,10,688,0,0,0,0,0,0
