Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8906,0040,9999, ,Abilene TX MSA,8,8,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8906,0120,9999, ,Albany GA MSA,12,12,772,2,4,115,1,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8906,0160,9999, ,Albany-Schenectady-Troy NY MSA,275,275,26610,5,10,386,4,14,313,14,156,3205,217,217,20938,3,6,260,2,8,175,11,124,2050
8906,0200,9999, ,Albuquerque NM MSA,143,143,12623,0,0,0,1,4,107,2,396,13814,143,143,12623,0,0,0,1,4,107,2,396,13814
8906,0220,9999, ,Alexandria LA MSA,8,8,605,0,0,0,0,0,0,0,0,0,8,8,605,0,0,0,0,0,0,0,0,0
8906,0240,9999, ,Allentown-Bethlehem PA-NJ MSA,199,199,20127,5,10,410,0,0,0,13,116,3952,184,184,19327,5,10,410,0,0,0,13,116,3952
8906,0280,9999, ,Altoona PA MSA,11,11,748,0,0,0,0,0,0,1,5,408,3,3,165,0,0,0,0,0,0,0,0,0
8906,0320,9999, ,Amarillo TX MSA,7,7,744,0,0,0,0,0,0,0,0,0,7,7,744,0,0,0,0,0,0,0,0,0
8906,0380,9999, ,Anchorage AK MSA,24,24,4044,0,0,0,0,0,0,0,0,0,24,24,4044,0,0,0,0,0,0,0,0,0
8906,0400,9999, ,Anderson IN MSA,7,7,534,1,2,109,0,0,0,0,0,0,4,4,334,0,0,0,0,0,0,0,0,0
8906,0405,9999, ,Anderson SC MSA,58,58,3392,0,0,0,1,4,100,0,0,0,58,58,3392,0,0,0,1,4,100,0,0,0
8906,0450,9999, ,Anniston AL MSA,15,15,943,0,0,0,1,3,77,2,22,400,6,6,407,0,0,0,0,0,0,2,22,400
8906,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,90,90,7008,8,16,676,1,4,83,7,66,1481,28,28,2147,4,8,357,0,0,0,5,46,1065
8906,0480,9999, ,Asheville NC MSA,69,69,5242,2,4,181,1,4,155,0,0,0,69,69,5242,2,4,181,1,4,155,0,0,0
8906,0500,9999, ,Athens GA MSA,59,59,4003,1,2,142,1,3,173,1,8,370,59,59,4003,1,2,142,1,3,173,1,8,370
8906,0520,9999, ,Atlanta GA MSA,1694,1694,134450,20,40,1090,12,46,1335,110,1193,40022,1665,1665,132707,20,40,1090,11,43,1260,108,1180,39704
8906,0560,9999, ,Atlantic City NJ MSA,236,236,15119,20,40,2553,0,0,0,4,73,4668,200,200,12759,6,12,754,0,0,0,0,0,0
8906,0600,9999, ,Augusta GA-SC MSA,414,414,19033,0,0,0,0,0,0,0,0,0,414,414,19033,0,0,0,0,0,0,0,0,0
8906,0640,9999, ,Austin TX MSA,158,158,17334,0,0,0,0,0,0,0,0,0,156,156,17209,0,0,0,0,0,0,0,0,0
8906,0680,9999, ,Bakersfield CA MSA,339,339,27885,2,4,346,1,4,158,0,0,0,227,227,18688,1,2,275,0,0,0,0,0,0
8906,0720,9999, ,Baltimore MD MSA,1775,1775,132053,12,24,972,5,20,684,44,706,23113,1762,1762,131213,12,24,972,5,20,684,44,706,23113
8906,0730,9999, ,Bangor ME MSA,26,26,2150,0,0,0,1,4,180,2,10,372,17,17,1381,0,0,0,1,4,180,0,0,0
8906,0760,9999, ,Baton Rouge LA MSA,68,68,5096,0,0,0,0,0,0,0,0,0,68,68,5096,0,0,0,0,0,0,0,0,0
8906,0780,9999, ,Battle Creek MI MSA,3,3,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8906,0840,9999, ,Beaumont-Port Arthur TX MSA,18,18,1343,0,0,0,0,0,0,0,0,0,18,18,1343,0,0,0,0,0,0,0,0,0
8906,0860,9999, ,Bellingham WA MSA,80,80,6391,2,4,206,2,8,282,3,42,1454,65,65,5117,1,2,109,0,0,0,0,0,0
8906,0870,9999, ,Benton Harbor MI MSA,8,8,561,0,0,0,0,0,0,0,0,0,5,5,404,0,0,0,0,0,0,0,0,0
8906,0880,9999, ,Billings MT MSA,11,11,986,0,0,0,0,0,0,0,0,0,11,11,986,0,0,0,0,0,0,0,0,0
8906,0920,9999, ,Biloxi-Gulfport MS MSA,46,46,2365,1,2,75,0,0,0,0,0,0,44,44,2279,1,2,75,0,0,0,0,0,0
8906,0960,9999, ,Binghamton NY MSA,34,34,4666,0,0,0,0,0,0,0,0,0,34,34,4666,0,0,0,0,0,0,0,0,0
8906,1000,9999, ,Birmingham AL MSA,237,237,19633,0,0,0,0,0,0,1,14,296,220,220,18474,0,0,0,0,0,0,1,14,296
8906,1010,9999, ,Bismarck ND MSA,21,21,1787,0,0,0,0,0,0,0,0,0,21,21,1787,0,0,0,0,0,0,0,0,0
