Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9807,0040,9999,,Abilene  TX MSA ,19,19,3113,0,0,0,0,0,0,0,0,0,19,19,3113,0,0,0,0,0,0,0,0,0
9807,0120,9999,,Albany  GA MSA ,53,53,5509,1,2,133,0,0,0,0,0,0,53,53,5509,1,2,133,0,0,0,0,0,0
9807,0160,9999,,Albany-Schenectady-Troy  NY MSA ,175,175,22483,2,4,180,0,0,0,4,369,20906,143,143,19050,1,2,92,0,0,0,3,362,20505
9807,0200,9999,,Albuquerque  NM MSA ,460,460,42260,0,0,0,2,6,328,4,146,6602,0,0,0,0,0,0,0,0,0,0,0,0
9807,0220,9999,,Alexandria  LA MSA ,28,28,2841,0,0,0,0,0,0,1,5,450,28,28,2841,0,0,0,0,0,0,1,5,450
9807,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,147,147,15626,0,0,0,0,0,0,0,0,0,143,143,15037,0,0,0,0,0,0,0,0,0
9807,0280,9999,,Altoona  PA MSA ,4,4,328,0,0,0,0,0,0,0,0,0,3,3,256,0,0,0,0,0,0,0,0,0
9807,0320,9999,,Amarillo  TX MSA ,41,41,5643,0,0,0,0,0,0,0,0,0,41,41,5643,0,0,0,0,0,0,0,0,0
9807,0380,9999,,Anchorage  AK MSA ,124,124,22447,14,28,3120,5,19,2368,2,18,1531,124,124,22447,14,28,3120,5,19,2368,2,18,1531
9807,0450,9999,,Anniston  AL MSA ,12,12,1202,0,0,0,0,0,0,1,8,367,3,3,335,0,0,0,0,0,0,0,0,0
9807,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,121,121,15442,8,16,1059,2,8,300,3,39,1259,84,84,10617,5,10,607,2,8,300,0,0,0
9807,0480,9999,,Asheville  NC MSA ,120,120,12300,0,0,0,2,8,196,0,0,0,120,120,12300,0,0,0,2,8,196,0,0,0
9807,0500,9999,,Athens  GA MSA ,64,64,6699,3,6,250,0,0,0,3,20,767,18,18,2697,0,0,0,0,0,0,0,0,0
9807,0520,9999,,Atlanta  GA MSA ,3782,3782,385965,11,22,1262,6,21,1144,44,993,44095,3597,3597,367760,10,20,1161,6,21,1144,44,993,44095
9807,0600,9999,,Augusta-Aiken  GA-SC MSA ,203,203,18019,1,2,116,0,0,0,10,240,8000,194,194,17261,1,2,116,0,0,0,10,240,8000
9807,0640,9999,,Austin-San Marcos  TX MSA ,673,673,72154,2,4,232,6,21,1193,14,284,13311,672,672,72081,2,4,232,6,21,1193,14,284,13311
9807,0680,9999,,Bakersfield  CA MSA ,287,287,30130,0,0,0,1,4,174,0,0,0,229,229,23100,0,0,0,0,0,0,0,0,0
9807,0730,9999,,Bangor  ME MSA ,18,18,1438,0,0,0,1,4,168,0,0,0,11,11,867,0,0,0,1,4,168,0,0,0
9807,0740,9999,,Barnstable-Yarmouth  MA MSA ,128,128,17058,0,0,0,0,0,0,0,0,0,128,128,17058,0,0,0,0,0,0,0,0,0
9807,0760,9999,,Baton Rouge  LA MSA ,122,122,9415,1,2,116,0,0,0,0,0,0,122,122,9415,1,2,116,0,0,0,0,0,0
9807,0840,9999,,Beaumont-Port Arthur  TX MSA ,56,56,5980,0,0,0,3,12,682,1,144,6749,56,56,5980,0,0,0,3,12,682,1,144,6749
9807,0860,9999,,Bellingham  WA MSA ,91,91,12159,4,8,824,0,0,0,3,28,1594,39,39,6275,4,8,824,0,0,0,0,0,0
9807,0870,9999,,Benton Harbor  MI MSA ,4,4,356,0,0,0,0,0,0,0,0,0,2,2,167,0,0,0,0,0,0,0,0,0
9807,0880,9999,,Billings  MT MSA ,37,37,4411,2,4,245,0,0,0,0,0,0,37,37,4411,2,4,245,0,0,0,0,0,0
9807,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,135,135,12078,6,12,580,2,7,323,7,240,9645,121,121,10871,6,12,580,1,4,248,7,240,9645
9807,0960,9999,,Binghamton  NY MSA ,10,10,1683,0,0,0,0,0,0,0,0,0,8,8,1322,0,0,0,0,0,0,0,0,0
9807,1000,9999,,Birmingham  AL MSA ,380,380,46024,1,2,49,1,3,35,4,31,1133,165,165,26104,0,0,0,0,0,0,0,0,0
9807,1010,9999,,Bismarck  ND MSA ,38,38,4751,0,0,0,1,3,194,3,43,2034,24,24,3203,0,0,0,0,0,0,2,20,945
9807,1020,9999,,Bloomington  IN MSA ,36,36,4486,2,4,293,1,4,274,0,0,0,36,36,4486,2,4,293,1,4,274,0,0,0
9807,1040,9999,,Bloomington-Normal  IL MSA ,95,95,10666,0,0,0,4,16,560,1,8,200,94,94,10601,0,0,0,4,16,560,1,8,200
9807,1080,9999,,Boise City  ID MSA ,464,464,54441,0,0,0,0,0,0,1,5,239,347,347,42107,0,0,0,0,0,0,0,0,0
