Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202510,101,10180,2,Abilene  TX ,68,68,19243,15,30,4847,0,0,0,0,0,0,65,65,18581,15,30,4847,0,0,0,0,0,0
202510,101,45020,5,Sweetwater  TX ,1,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202510,104,10580,2,Albany-Schenectady-Troy  NY ,114,114,43977,0,0,0,5,20,3500,4,56,6122,82,82,32680,0,0,0,5,20,3500,2,46,4150
202510,104,11220,5,Amsterdam  NY ,4,4,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202510,104,24020,2,Glens Falls  NY ,32,32,11351,0,0,0,5,15,2497,1,5,739,30,30,11003,0,0,0,5,15,2497,0,0,0
202510,104,24100,5,Gloversville  NY ,7,7,2446,0,0,0,0,0,0,0,0,0,4,4,1505,0,0,0,0,0,0,0,0,0
202510,104,26460,5,Hudson  NY ,11,11,2749,0,0,0,0,0,0,0,0,0,3,3,650,0,0,0,0,0,0,0,0,0
202510,105,10740,2,Albuquerque  NM ,104,104,27493,0,0,0,0,0,0,1,24,1500,83,83,21175,0,0,0,0,0,0,1,24,1500
202510,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202510,105,31060,5,Los Alamos  NM ,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202510,105,42140,2,Santa Fe  NM ,17,17,5256,0,0,0,0,0,0,0,0,0,17,17,5256,0,0,0,0,0,0,0,0,0
202510,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,127,127,37006,0,0,0,0,0,0,7,97,9857,89,89,26469,0,0,0,0,0,0,3,48,4500
202510,106,20700,5,East Stroudsburg  PA ,22,22,7142,0,0,0,0,0,0,0,0,0,13,13,4410,0,0,0,0,0,0,0,0,0
202510,107,11020,2,Altoona  PA ,4,4,1477,1,2,300,0,0,0,0,0,0,1,1,368,0,0,0,0,0,0,0,0,0
202510,107,26500,5,Huntingdon  PA ,4,4,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202510,108,11100,2,Amarillo  TX ,90,90,29026,2,4,646,2,8,1230,0,0,0,87,87,28257,2,4,646,2,8,1230,0,0,0
202510,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202510,118,11540,2,Appleton  WI ,67,67,26365,2,4,954,0,0,0,8,68,30363,59,59,23563,1,2,600,0,0,0,8,68,30363
202510,118,36780,2,Oshkosh-Neenah  WI ,27,27,9339,1,2,350,0,0,0,5,96,7178,22,22,7415,1,2,350,0,0,0,5,96,7178
202510,120,11700,2,Asheville  NC ,135,135,65246,0,0,0,0,0,0,2,92,12546,104,104,54922,0,0,0,0,0,0,1,53,5709
202510,120,14820,5,Brevard  NC ,12,12,8098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202510,120,48200,5,Waynesville  NC ,26,26,8878,1,2,307,0,0,0,0,0,0,5,5,1262,0,0,0,0,0,0,0,0,0
202510,122,12020,2,Athens-Clarke County  GA ,84,84,29714,0,0,0,0,0,0,0,0,0,75,75,25554,0,0,0,0,0,0,0,0,0
202510,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,2171,2171,631451,2,4,256,8,32,5191,45,847,129884,1979,1979,576862,2,4,256,8,32,5191,40,749,115555
202510,122,15660,5,Calhoun  GA ,17,17,4905,0,0,0,0,0,0,0,0,0,7,7,1864,0,0,0,0,0,0,0,0,0
202510,122,16340,5,Cedartown  GA ,9,9,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202510,122,18460,5,Cornelia  GA ,31,31,9958,0,0,0,0,0,0,0,0,0,29,29,9383,0,0,0,0,0,0,0,0,0
202510,122,23580,2,Gainesville  GA ,108,108,31087,0,0,0,1,3,506,3,19,3513,39,39,10528,0,0,0,0,0,0,0,0,0
202510,122,27600,5,Jefferson  GA ,106,106,36891,0,0,0,0,0,0,0,0,0,91,91,32629,0,0,0,0,0,0,0,0,0
202510,122,29300,5,LaGrange  GA-AL ,36,36,13870,0,0,0,0,0,0,9,290,57600,32,32,13056,0,0,0,0,0,0,9,290,57600
202510,122,40660,2,Rome  GA ,27,27,6501,0,0,0,0,0,0,0,0,0,27,27,6501,0,0,0,0,0,0,0,0,0
202510,122,45580,5,Thomaston  GA ,6,6,1291,0,0,0,0,0,0,0,0,0,2,2,210,0,0,0,0,0,0,0,0,0
202510,132,12940,2,Baton Rouge  LA ,259,259,73096,5,10,1033,0,0,0,9,82,1442,46,46,13864,2,4,646,0,0,0,0,0,0
202510,132,25220,2,Hammond  LA ,75,75,15262,0,0,0,0,0,0,3,68,6442,67,67,13791,0,0,0,0,0,0,0,0,0
202510,142,13820,2,Birmingham  AL ,246,246,77002,1,2,1032,0,0,0,1,31,5842,192,192,66147,0,0,0,0,0,0,0,0,0
202510,142,18980,5,Cullman  AL ,31,31,6133,0,0,0,0,0,0,0,0,0,30,30,5974,0,0,0,0,0,0,0,0,0
202510,142,45180,5,Talladega-Sylacauga  AL ,28,28,5083,0,0,0,0,0,0,2,16,2515,27,27,4796,0,0,0,0,0,0,2,16,2515
202510,144,13260,5,Bedford  IN ,23,23,2558,0,0,0,0,0,0,0,0,0,22,22,2205,0,0,0,0,0,0,0,0,0
