Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8802,0040,9999, ,ABILENE TX MSA. . . . . . . . . .,6,6,610,0,0,0,0,0,0,0,0,0,6,6,610,0,0,0,0,0,0,0,0,0
8802,0120,9999, ,ALBANY GA MSA . . . . . . . . . .,11,11,532,3,6,196,0,0,0,0,0,0,11,11,532,3,6,196,0,0,0,0,0,0
8802,0160,9999, ,ALBANY-SCHENECTADY-TROY NY MSA. .,125,125,11729,5,10,414,1,3,51,1,5,125,103,103,10488,5,10,414,0,0,0,0,0,0
8802,0200,9999, ,ALBUQUERQUE NM MSA. . . . . . . .,221,221,17218,0,0,0,0,0,0,2,15,970,221,221,17218,0,0,0,0,0,0,2,15,970
8802,0220,9999, ,ALEXANDRIA LA MSA . . . . . . . .,8,8,704,0,0,0,0,0,0,0,0,0,8,8,704,0,0,0,0,0,0,0,0,0
8802,0240,9999, ,ALLENTOWN-BETHLEHEM PA-NJ MSA . .,196,196,15481,2,4,161,0,0,0,4,27,907,174,174,14034,1,2,120,0,0,0,0,0,0
8802,0280,9999, ,ALTOONA PA MSA. . . . . . . . . .,7,7,475,0,0,0,0,0,0,0,0,0,7,7,475,0,0,0,0,0,0,0,0,0
8802,0320,9999, ,AMARILLO TX MSA . . . . . . . . .,15,15,1278,0,0,0,0,0,0,0,0,0,15,15,1278,0,0,0,0,0,0,0,0,0
8802,0380,9999, ,ANCHORAGE AK MSA. . . . . . . . .,6,6,1226,0,0,0,0,0,0,0,0,0,6,6,1226,0,0,0,0,0,0,0,0,0
8802,0400,9999, ,ANDERSON IN MSA . . . . . . . . .,8,8,523,0,0,0,0,0,0,0,0,0,5,5,302,0,0,0,0,0,0,0,0,0
8802,0405,9999, ,ANDERSON SC MSA . . . . . . . . .,43,43,3006,0,0,0,0,0,0,0,0,0,43,43,3006,0,0,0,0,0,0,0,0,0
8802,0450,9999, ,ANNISTON AL MSA . . . . . . . . .,10,10,557,0,0,0,0,0,0,0,0,0,6,6,311,0,0,0,0,0,0,0,0,0
8802,0460,9999, ,APPLETON-OSHKOSH-NEENAH WI MSA. .,49,49,4329,2,4,156,0,0,0,1,5,122,32,32,3225,1,2,109,0,0,0,0,0,0
8802,0480,9999, ,ASHEVILLE NC MSA. . . . . . . . .,71,71,4642,0,0,0,3,9,465,0,0,0,71,71,4642,0,0,0,3,9,465,0,0,0
8802,0500,9999, ,ATHENS GA MSA . . . . . . . . . .,69,69,4802,9,18,864,0,0,0,0,0,0,69,69,4802,9,18,864,0,0,0,0,0,0
8802,0520,9999, ,ATLANTA GA MSA. . . . . . . . . .,2783,2783,202074,16,32,1048,9,32,678,61,1092,30311,2720,2720,198968,11,22,822,7,26,645,59,1080,30067
8802,0560,9999, ,ATLANTIC CITY NJ MSA. . . . . . .,134,134,9359,29,58,4031,4,15,888,8,248,11473,117,117,8294,28,56,3961,4,15,888,3,156,5922
8802,0600,9999, ,AUGUSTA GA-SC MSA . . . . . . . .,153,153,9470,2,4,138,0,0,0,1,22,576,153,153,9470,2,4,138,0,0,0,1,22,576
8802,0640,9999, ,AUSTIN TX MSA . . . . . . . . . .,170,170,13382,2,4,119,2,8,159,1,150,14600,169,169,13340,2,4,119,2,8,159,1,150,14600
8802,0680,9999, ,BAKERSFIELD CA MSA. . . . . . . .,212,212,14433,3,6,225,7,28,1011,7,48,11442,139,139,9219,0,0,0,4,16,625,6,36,11047
8802,0720,9999, ,BALTIMORE MD MSA. . . . . . . . .,1099,1099,68194,0,0,0,0,0,0,18,396,11047,1079,1079,67157,0,0,0,0,0,0,18,396,11047
8802,0730,9999, ,BANGOR ME MSA . . . . . . . . . .,8,8,593,0,0,0,0,0,0,1,5,198,3,3,260,0,0,0,0,0,0,0,0,0
8802,0760,9999, ,BATON ROUGE LA MSA. . . . . . . .,52,52,4332,1,2,71,1,4,147,0,0,0,48,48,4132,1,2,71,1,4,147,0,0,0
8802,0780,9999, ,BATTLE CREEK MI MSA . . . . . . .,1,1,90,0,0,0,0,0,0,1,5,140,0,0,0,0,0,0,0,0,0,0,0,0
8802,0840,9999, ,BEAUMONT-PORT ARTHUR TX MSA . . .,9,9,568,0,0,0,0,0,0,0,0,0,9,9,568,0,0,0,0,0,0,0,0,0
8802,0860,9999, ,BELLINGHAM WA MSA . . . . . . . .,19,19,1115,0,0,0,1,4,220,0,0,0,2,2,98,0,0,0,1,4,220,0,0,0
8802,0870,9999, ,BENTON HARBOR MI MSA. . . . . . .,3,3,256,0,0,0,0,0,0,1,8,330,2,2,205,0,0,0,0,0,0,1,8,330
8802,0880,9999, ,BILLINGS MT MSA . . . . . . . . .,4,4,267,0,0,0,0,0,0,0,0,0,4,4,267,0,0,0,0,0,0,0,0,0
