Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9310,0040,9999, ,Abilene TX MSA,22,22,2589,0,0,0,1,4,150,0,0,0,22,22,2589,0,0,0,1,4,150,0,0,0
9310,0120,9999, ,Albany GA MSA,15,15,1066,14,28,818,0,0,0,0,0,0,15,15,1066,14,28,818,0,0,0,0,0,0
9310,0160,9999, ,Albany-Schenectady-Troy NY MSA,283,283,30821,7,14,617,0,0,0,3,19,377,227,227,25211,6,12,550,0,0,0,2,14,342
9310,0200,9999, ,Albuquerque NM MSA,365,365,32221,0,0,0,0,0,0,0,0,0,308,308,29284,0,0,0,0,0,0,0,0,0
9310,0220,9999, ,Alexandria LA MSA,7,7,793,0,0,0,0,0,0,0,0,0,7,7,793,0,0,0,0,0,0,0,0,0
9310,0240,9999, ,Allentown-Bethlehem-Easton PA MSA,169,169,15811,2,4,317,0,0,0,2,11,271,146,146,13223,2,4,317,0,0,0,0,0,0
9310,0280,9999, ,Altoona PA MSA,19,19,1401,0,0,0,0,0,0,0,0,0,18,18,1328,0,0,0,0,0,0,0,0,0
9310,0320,9999, ,Amarillo TX MSA,42,42,4552,0,0,0,0,0,0,0,0,0,42,42,4552,0,0,0,0,0,0,0,0,0
9310,0380,9999, ,Anchorage AK MSA,76,76,12438,0,0,0,0,0,0,0,0,0,76,76,12438,0,0,0,0,0,0,0,0,0
9310,0450,9999, ,Anniston AL MSA,14,14,934,0,0,0,0,0,0,0,0,0,1,1,90,0,0,0,0,0,0,0,0,0
9310,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,130,130,13321,7,14,734,1,4,113,5,48,888,39,39,4757,2,4,252,0,0,0,0,0,0
9310,0480,9999, ,Asheville NC MSA,78,78,7711,13,26,1710,0,0,0,1,8,180,78,78,7711,13,26,1710,0,0,0,1,8,180
9310,0500,9999, ,Athens GA MSA,53,53,5799,5,10,289,0,0,0,0,0,0,53,53,5799,5,10,289,0,0,0,0,0,0
9310,0520,9999, ,Atlanta GA MSA,2686,2686,249302,2,4,175,1,4,240,37,428,13648,2564,2564,243957,2,4,175,1,4,240,37,428,13648
9310,0600,9999, ,Augusta-Aiken GA-SC MSA,217,217,19375,0,0,0,0,0,0,0,0,0,213,213,19192,0,0,0,0,0,0,0,0,0
9310,0640,9999, ,Austin-San Marcos TX MSA,518,518,57454,0,0,0,0,0,0,15,342,9874,501,501,55963,0,0,0,0,0,0,15,342,9874
9310,0680,9999, ,Bakersfield CA MSA,245,245,23403,2,4,167,4,13,633,0,0,0,126,126,12606,1,2,95,3,10,496,0,0,0
9310,0730,9999, ,Bangor ME MSA,17,17,1287,0,0,0,0,0,0,0,0,0,7,7,594,0,0,0,0,0,0,0,0,0
9310,0740,9999, ,Barnstable-Yarmouth MA MSA,116,116,13191,0,0,0,0,0,0,0,0,0,109,109,12507,0,0,0,0,0,0,0,0,0
9310,0760,9999, ,Baton Rouge LA MSA,122,122,9958,0,0,0,0,0,0,1,8,150,119,119,9789,0,0,0,0,0,0,1,8,150
9310,0840,9999, ,Beaumont-Port Arthur TX MSA,26,26,2306,0,0,0,0,0,0,0,0,0,26,26,2306,0,0,0,0,0,0,0,0,0
9310,0860,9999, ,Bellingham WA MSA,76,76,7756,8,16,1702,6,24,1210,6,51,2570,19,19,2833,8,16,1702,6,24,1210,5,46,2359
9310,0870,9999, ,Benton Harbor MI MSA,13,13,1651,0,0,0,0,0,0,0,0,0,12,12,1475,0,0,0,0,0,0,0,0,0
9310,0880,9999, ,Billings MT MSA,24,24,2454,2,4,163,0,0,0,15,120,3734,24,24,2454,2,4,163,0,0,0,15,120,3734
9310,0920,9999, ,Biloxi-Gulfport-Pascagoula MS MSA,163,163,9633,4,8,210,3,12,459,2,16,408,146,146,8582,4,8,210,3,12,459,2,16,408
9310,0960,9999, ,Binghamton NY MSA,10,10,1434,0,0,0,0,0,0,0,0,0,8,8,1219,0,0,0,0,0,0,0,0,0
9310,1000,9999, ,Birmingham AL MSA,372,372,38698,1,2,105,1,3,100,0,0,0,264,264,29225,0,0,0,1,3,100,0,0,0
9310,1010,9999, ,Bismarck ND MSA,32,32,3460,2,4,322,0,0,0,0,0,0,32,32,3460,2,4,322,0,0,0,0,0,0
9310,1020,9999, ,Bloomington IN MSA,61,61,5327,3,6,303,0,0,0,1,6,217,61,61,5327,3,6,303,0,0,0,1,6,217
9310,1040,9999, ,Bloomington-Normal IL MSA,90,90,7457,1,2,65,0,0,0,3,30,560,90,90,7457,1,2,65,0,0,0,3,30,560
9310,1080,9999, ,Boise City ID MSA,373,373,35835,7,14,866,1,4,159,13,121,3755,302,302,30462,7,14,866,1,4,159,12,116,3565
