Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8909,0040,9999, ,Abilene TX MSA,2,2,325,0,0,0,0,0,0,0,0,0,2,2,325,0,0,0,0,0,0,0,0,0
8909,0120,9999, ,Albany GA MSA,11,11,695,1,2,71,0,0,0,0,0,0,11,11,695,1,2,71,0,0,0,0,0,0
8909,0160,9999, ,Albany-Schenectady-Troy NY MSA,269,269,25451,15,30,1073,2,6,116,11,91,3675,207,207,19973,14,28,983,1,3,64,8,62,2640
8909,0200,9999, ,Albuquerque NM MSA,140,140,11836,0,0,0,0,0,0,0,0,0,140,140,11836,0,0,0,0,0,0,0,0,0
8909,0220,9999, ,Alexandria LA MSA,8,8,947,0,0,0,0,0,0,0,0,0,8,8,947,0,0,0,0,0,0,0,0,0
8909,0240,9999, ,Allentown-Bethlehem PA-NJ MSA,186,186,18603,0,0,0,1,4,110,12,164,9938,170,170,17242,0,0,0,1,4,110,12,164,9938
8909,0280,9999, ,Altoona PA MSA,8,8,578,0,0,0,0,0,0,1,5,408,2,2,132,0,0,0,0,0,0,0,0,0
8909,0320,9999, ,Amarillo TX MSA,6,6,944,0,0,0,0,0,0,0,0,0,6,6,944,0,0,0,0,0,0,0,0,0
8909,0380,9999, ,Anchorage AK MSA,18,18,2602,0,0,0,0,0,0,0,0,0,18,18,2602,0,0,0,0,0,0,0,0,0
8909,0400,9999, ,Anderson IN MSA,9,9,620,1,2,100,0,0,0,0,0,0,9,9,620,1,2,100,0,0,0,0,0,0
8909,0405,9999, ,Anderson SC MSA,46,46,3200,0,0,0,1,4,100,3,22,375,46,46,3200,0,0,0,1,4,100,3,22,375
8909,0450,9999, ,Anniston AL MSA,17,17,1090,1,2,45,1,3,77,0,0,0,9,9,587,1,2,45,0,0,0,0,0,0
8909,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,91,91,7427,6,12,460,0,0,0,2,20,424,56,56,4867,4,8,320,0,0,0,0,0,0
8909,0480,9999, ,Asheville NC MSA,58,58,5558,4,8,357,0,0,0,2,15,470,58,58,5558,4,8,357,0,0,0,2,15,470
8909,0500,9999, ,Athens GA MSA,43,43,3028,4,8,673,0,0,0,0,0,0,43,43,3028,4,8,673,0,0,0,0,0,0
8909,0520,9999, ,Atlanta GA MSA,1771,1771,140513,79,158,5139,5,18,656,67,806,27929,1745,1745,138923,79,158,5139,5,18,656,66,801,27826
8909,0560,9999, ,Atlantic City NJ MSA,238,238,15049,13,26,2231,0,0,0,7,144,7126,205,205,12640,5,10,1230,0,0,0,2,63,1780
8909,0600,9999, ,Augusta GA-SC MSA,148,148,11099,2,4,82,0,0,0,0,0,0,148,148,11099,2,4,82,0,0,0,0,0,0
8909,0640,9999, ,Austin TX MSA,165,165,19150,1,2,65,0,0,0,0,0,0,164,164,19085,1,2,65,0,0,0,0,0,0
8909,0680,9999, ,Bakersfield CA MSA,330,330,29925,0,0,0,3,12,538,0,0,0,330,330,29925,0,0,0,3,12,538,0,0,0
8909,0720,9999, ,Baltimore MD MSA,1689,1689,124916,0,0,0,0,0,0,16,222,7268,1678,1678,124197,0,0,0,0,0,0,16,222,7268
8909,0730,9999, ,Bangor ME MSA,20,20,1030,0,0,0,0,0,0,1,6,275,17,17,805,0,0,0,0,0,0,1,6,275
8909,0760,9999, ,Baton Rouge LA MSA,71,71,5502,1,2,59,0,0,0,0,0,0,70,70,5454,1,2,59,0,0,0,0,0,0
8909,0780,9999, ,Battle Creek MI MSA,3,3,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8909,0840,9999, ,Beaumont-Port Arthur TX MSA,13,13,970,0,0,0,0,0,0,0,0,0,13,13,970,0,0,0,0,0,0,0,0,0
8909,0860,9999, ,Bellingham WA MSA,40,40,2911,2,4,231,1,4,141,2,26,900,2,2,111,0,0,0,0,0,0,0,0,0
8909,0870,9999, ,Benton Harbor MI MSA,8,8,535,0,0,0,0,0,0,0,0,0,5,5,275,0,0,0,0,0,0,0,0,0
8909,0880,9999, ,Billings MT MSA,4,4,396,0,0,0,0,0,0,0,0,0,4,4,396,0,0,0,0,0,0,0,0,0
8909,0920,9999, ,Biloxi-Gulfport MS MSA,54,54,3259,0,0,0,0,0,0,0,0,0,54,54,3259,0,0,0,0,0,0,0,0,0
8909,0960,9999, ,Binghamton NY MSA,19,19,1913,1,2,160,0,0,0,0,0,0,19,19,1913,1,2,160,0,0,0,0,0,0
8909,1000,9999, ,Birmingham AL MSA,172,172,15379,0,0,0,0,0,0,2,20,772,145,145,13553,0,0,0,0,0,0,2,20,772
8909,1010,9999, ,Bismarck ND MSA,19,19,1668,0,0,0,0,0,0,0,0,0,19,19,1668,0,0,0,0,0,0,0,0,0
