Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8804,0040,9999, ,ABILENE TX MSA. . . . . . . . . .,14,14,1980,0,0,0,0,0,0,0,0,0,14,14,1980,0,0,0,0,0,0,0,0,0
8804,0120,9999, ,ALBANY GA MSA . . . . . . . . . .,12,12,764,0,0,0,0,0,0,0,0,0,12,12,764,0,0,0,0,0,0,0,0,0
8804,0160,9999, ,ALBANY-SCHENECTADY-TROY NY MSA. .,464,464,40788,11,22,756,7,27,949,2,51,1920,410,410,36803,11,22,756,6,24,896,1,39,1800
8804,0200,9999, ,ALBUQUERQUE NM MSA. . . . . . . .,209,209,15852,0,0,0,1,3,411,0,0,0,209,209,15852,0,0,0,1,3,411,0,0,0
8804,0220,9999, ,ALEXANDRIA LA MSA . . . . . . . .,15,15,1286,0,0,0,0,0,0,0,0,0,15,15,1286,0,0,0,0,0,0,0,0,0
8804,0240,9999, ,ALLENTOWN-BETHLEHEM PA-NJ MSA . .,392,392,31760,7,14,819,2,8,842,3,29,805,349,349,29311,4,8,589,2,8,842,1,8,304
8804,0280,9999, ,ALTOONA PA MSA. . . . . . . . . .,17,17,1174,0,0,0,0,0,0,0,0,0,14,14,1034,0,0,0,0,0,0,0,0,0
8804,0320,9999, ,AMARILLO TX MSA . . . . . . . . .,14,14,1329,0,0,0,0,0,0,0,0,0,14,14,1329,0,0,0,0,0,0,0,0,0
8804,0380,9999, ,ANCHORAGE AK MSA. . . . . . . . .,15,15,2186,0,0,0,0,0,0,0,0,0,15,15,2186,0,0,0,0,0,0,0,0,0
8804,0400,9999, ,ANDERSON IN MSA . . . . . . . . .,12,12,749,0,0,0,0,0,0,0,0,0,12,12,749,0,0,0,0,0,0,0,0,0
8804,0405,9999, ,ANDERSON SC MSA . . . . . . . . .,69,69,4891,7,14,280,0,0,0,0,0,0,69,69,4891,7,14,280,0,0,0,0,0,0
8804,0450,9999, ,ANNISTON AL MSA . . . . . . . . .,12,12,702,0,0,0,1,3,59,0,0,0,4,4,226,0,0,0,0,0,0,0,0,0
8804,0460,9999, ,APPLETON-OSHKOSH-NEENAH WI MSA. .,138,138,12225,8,16,598,1,3,109,3,26,564,82,82,8394,6,12,469,0,0,0,0,0,0
8804,0480,9999, ,ASHEVILLE NC MSA. . . . . . . . .,79,79,5556,0,0,0,1,4,155,0,0,0,77,77,4905,0,0,0,1,4,155,0,0,0
8804,0500,9999, ,ATHENS GA MSA . . . . . . . . . .,67,67,5058,1,2,60,0,0,0,1,8,200,67,67,5058,1,2,60,0,0,0,1,8,200
8804,0520,9999, ,ATLANTA GA MSA. . . . . . . . . .,2660,2660,206176,21,42,1514,7,27,504,75,1284,45852,2613,2613,204205,19,38,1459,7,27,504,73,1274,45624
8804,0560,9999, ,ATLANTIC CITY NJ MSA. . . . . . .,161,161,11859,21,42,2710,4,13,852,13,263,13785,105,105,8025,20,40,2632,4,13,852,5,99,3847
8804,0600,9999, ,AUGUSTA GA-SC MSA . . . . . . . .,173,173,11805,1,2,38,0,0,0,3,18,544,173,173,11805,1,2,38,0,0,0,3,18,544
8804,0640,9999, ,AUSTIN TX MSA . . . . . . . . . .,167,167,16118,0,0,0,0,0,0,0,0,0,166,166,16076,0,0,0,0,0,0,0,0,0
8804,0680,9999, ,BAKERSFIELD CA MSA. . . . . . . .,281,281,20553,7,14,491,5,20,721,2,26,741,143,143,10344,2,4,146,2,8,300,1,10,238
8804,0720,9999, ,BALTIMORE MD MSA. . . . . . . . .,1240,1240,86941,0,0,0,0,0,0,19,324,9795,1221,1221,85932,0,0,0,0,0,0,19,324,9795
8804,0730,9999, ,BANGOR ME MSA . . . . . . . . . .,22,22,1433,0,0,0,1,3,86,2,14,382,9,9,512,0,0,0,0,0,0,0,0,0
8804,0760,9999, ,BATON ROUGE LA MSA. . . . . . . .,75,75,5837,16,32,600,0,0,0,0,0,0,73,73,5732,16,32,600,0,0,0,0,0,0
8804,0780,9999, ,BATTLE CREEK MI MSA . . . . . . .,2,2,160,0,0,0,0,0,0,2,16,390,0,0,0,0,0,0,0,0,0,0,0,0
8804,0840,9999, ,BEAUMONT-PORT ARTHUR TX MSA . . .,12,12,834,0,0,0,0,0,0,0,0,0,12,12,834,0,0,0,0,0,0,0,0,0
8804,0860,9999, ,BELLINGHAM WA MSA . . . . . . . .,33,33,2087,0,0,0,0,0,0,1,5,151,4,4,216,0,0,0,0,0,0,0,0,0
8804,0870,9999, ,BENTON HARBOR MI MSA. . . . . . .,10,10,893,0,0,0,0,0,0,0,0,0,8,8,820,0,0,0,0,0,0,0,0,0
8804,0880,9999, ,BILLINGS MT MSA . . . . . . . . .,11,11,1108,0,0,0,0,0,0,0,0,0,11,11,1108,0,0,0,0,0,0,0,0,0
