Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202412,101,10180,2,Abilene  TX ,78,78,20541,0,0,0,0,0,0,0,0,0,78,78,20541,0,0,0,0,0,0,0,0,0
202412,101,45020,5,Sweetwater  TX ,1,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202412,104,10580,2,Albany-Schenectady-Troy  NY ,125,125,44442,0,0,0,1,4,225,20,217,30553,96,96,34432,0,0,0,1,4,225,18,206,29516
202412,104,11220,5,Amsterdam  NY ,3,3,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202412,104,24020,2,Glens Falls  NY ,11,11,3526,1,2,337,0,0,0,0,0,0,8,8,2740,1,2,337,0,0,0,0,0,0
202412,104,24100,5,Gloversville  NY ,5,5,1593,0,0,0,0,0,0,1,8,2133,2,2,440,0,0,0,0,0,0,0,0,0
202412,104,26460,5,Hudson  NY ,16,16,5785,0,0,0,0,0,0,0,0,0,8,8,930,0,0,0,0,0,0,0,0,0
202412,105,10740,2,Albuquerque  NM ,126,126,29341,0,0,0,0,0,0,4,120,23600,106,106,23405,0,0,0,0,0,0,4,120,23600
202412,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202412,105,31060,5,Los Alamos  NM ,3,3,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202412,105,42140,2,Santa Fe  NM ,11,11,6209,0,0,0,0,0,0,0,0,0,11,11,6209,0,0,0,0,0,0,0,0,0
202412,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,92,92,29059,1,2,250,0,0,0,4,28,2155,53,53,19707,1,2,250,0,0,0,2,10,0
202412,106,20700,5,East Stroudsburg  PA ,17,17,5134,0,0,0,0,0,0,0,0,0,9,9,2620,0,0,0,0,0,0,0,0,0
202412,107,11020,2,Altoona  PA ,6,6,1733,0,0,0,1,3,285,0,0,0,1,1,340,0,0,0,0,0,0,0,0,0
202412,107,26500,5,Huntingdon  PA ,2,2,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202412,108,11100,2,Amarillo  TX ,48,48,13742,0,0,0,0,0,0,0,0,0,46,46,13229,0,0,0,0,0,0,0,0,0
202412,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202412,118,11540,2,Appleton  WI ,15,15,6544,2,4,882,0,0,0,0,0,0,11,11,4957,1,2,525,0,0,0,0,0,0
202412,118,36780,2,Oshkosh-Neenah  WI ,14,14,4676,4,8,2058,0,0,0,0,0,0,11,11,3683,4,8,2058,0,0,0,0,0,0
202412,120,11700,2,Asheville  NC ,142,142,59903,0,0,0,0,0,0,7,168,36852,44,44,25559,0,0,0,0,0,0,5,156,34634
202412,120,14820,5,Brevard  NC ,15,15,8863,0,0,0,0,0,0,1,5,1327,0,0,0,0,0,0,0,0,0,0,0,0
202412,120,48200,5,Waynesville  NC ,17,17,7834,1,2,257,0,0,0,0,0,0,4,4,1891,0,0,0,0,0,0,0,0,0
202412,122,12020,2,Athens-Clarke County  GA ,53,53,16344,0,0,0,0,0,0,1,179,37875,20,20,7092,0,0,0,0,0,0,1,179,37875
202412,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,1884,1884,570124,4,8,1603,17,64,10374,98,1704,240160,1713,1713,526657,4,8,1603,16,61,9786,94,1635,228890
202412,122,15660,5,Calhoun  GA ,55,55,9716,0,0,0,0,0,0,0,0,0,46,46,7162,0,0,0,0,0,0,0,0,0
202412,122,16340,5,Cedartown  GA ,3,3,863,0,0,0,0,0,0,0,0,0,3,3,863,0,0,0,0,0,0,0,0,0
202412,122,18460,5,Cornelia  GA ,16,16,5484,0,0,0,0,0,0,0,0,0,6,6,1590,0,0,0,0,0,0,0,0,0
202412,122,23580,2,Gainesville  GA ,111,111,29876,0,0,0,0,0,0,2,12,2087,67,67,19347,0,0,0,0,0,0,2,12,2087
202412,122,27600,5,Jefferson  GA ,145,145,52261,0,0,0,0,0,0,1,8,846,93,93,37647,0,0,0,0,0,0,0,0,0
202412,122,29300,5,LaGrange  GA-AL ,37,37,11988,0,0,0,0,0,0,2,47,6915,24,24,8677,0,0,0,0,0,0,0,0,0
202412,122,40660,2,Rome  GA ,20,20,1350,0,0,0,0,0,0,0,0,0,20,20,1350,0,0,0,0,0,0,0,0,0
202412,122,45580,5,Thomaston  GA ,9,9,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202412,132,12940,2,Baton Rouge  LA ,217,217,54741,2,4,621,0,0,0,1,17,1738,31,31,7185,2,4,621,0,0,0,0,0,0
202412,132,25220,2,Hammond  LA ,54,54,9543,0,0,0,0,0,0,1,33,3142,0,0,0,0,0,0,0,0,0,0,0,0
202412,142,13820,2,Birmingham  AL ,231,231,65727,1,2,1182,0,0,0,1,22,3484,161,161,45602,0,0,0,0,0,0,0,0,0
202412,142,18980,5,Cullman  AL ,22,22,2586,0,0,0,0,0,0,0,0,0,21,21,2446,0,0,0,0,0,0,0,0,0
202412,142,45180,5,Talladega-Sylacauga  AL ,22,22,5477,0,0,0,0,0,0,0,0,0,21,21,5230,0,0,0,0,0,0,0,0,0
202412,144,13260,5,Bedford  IN ,1,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
