Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8908,0040,9999, ,Abilene TX MSA,6,6,502,0,0,0,0,0,0,0,0,0,6,6,502,0,0,0,0,0,0,0,0,0
8908,0120,9999, ,Albany GA MSA,13,13,1019,4,8,232,0,0,0,0,0,0,13,13,1019,4,8,232,0,0,0,0,0,0
8908,0160,9999, ,Albany-Schenectady-Troy NY MSA,256,256,25249,16,32,1264,3,11,366,6,53,1611,194,194,19356,15,30,1202,2,8,280,3,26,802
8908,0200,9999, ,Albuquerque NM MSA,194,194,15950,0,0,0,0,0,0,0,0,0,194,194,15950,0,0,0,0,0,0,0,0,0
8908,0220,9999, ,Alexandria LA MSA,4,4,247,0,0,0,0,0,0,0,0,0,4,4,247,0,0,0,0,0,0,0,0,0
8908,0240,9999, ,Allentown-Bethlehem PA-NJ MSA,229,229,21060,3,6,216,0,0,0,6,96,9600,214,214,20159,3,6,216,0,0,0,6,96,9600
8908,0280,9999, ,Altoona PA MSA,12,12,774,0,0,0,0,0,0,6,60,1500,5,5,243,0,0,0,0,0,0,6,60,1500
8908,0320,9999, ,Amarillo TX MSA,9,9,863,0,0,0,0,0,0,0,0,0,9,9,863,0,0,0,0,0,0,0,0,0
8908,0380,9999, ,Anchorage AK MSA,20,20,3463,0,0,0,0,0,0,0,0,0,20,20,3463,0,0,0,0,0,0,0,0,0
8908,0400,9999, ,Anderson IN MSA,18,18,1230,1,2,150,0,0,0,0,0,0,18,18,1230,1,2,150,0,0,0,0,0,0
8908,0405,9999, ,Anderson SC MSA,56,56,3813,0,0,0,1,4,100,2,13,240,56,56,3813,0,0,0,1,4,100,2,13,240
8908,0450,9999, ,Anniston AL MSA,14,14,741,0,0,0,1,3,77,0,0,0,5,5,205,0,0,0,0,0,0,0,0,0
8908,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,82,82,6652,7,14,624,1,3,62,5,47,1038,20,20,1827,3,6,305,0,0,0,3,26,595
8908,0480,9999, ,Asheville NC MSA,91,91,7910,0,0,0,1,3,45,0,0,0,90,90,7671,0,0,0,1,3,45,0,0,0
8908,0500,9999, ,Athens GA MSA,64,64,4413,0,0,0,1,4,40,0,0,0,63,63,4330,0,0,0,1,4,40,0,0,0
8908,0520,9999, ,Atlanta GA MSA,2166,2166,177522,25,50,1870,19,74,2745,58,1278,43732,2152,2152,176732,24,48,1847,19,74,2745,56,1268,43490
8908,0560,9999, ,Atlantic City NJ MSA,164,164,13241,11,22,1447,1,4,282,6,110,5558,130,130,10950,2,4,308,1,4,282,2,32,581
8908,0600,9999, ,Augusta GA-SC MSA,284,284,15444,0,0,0,0,0,0,0,0,0,283,283,15397,0,0,0,0,0,0,0,0,0
8908,0640,9999, ,Austin TX MSA,196,196,26239,1,2,168,0,0,0,0,0,0,195,195,26197,1,2,168,0,0,0,0,0,0
8908,0680,9999, ,Bakersfield CA MSA,377,377,34104,0,0,0,1,4,157,0,0,0,349,349,32094,0,0,0,1,4,157,0,0,0
8908,0720,9999, ,Baltimore MD MSA,1128,1128,84600,0,0,0,0,0,0,41,556,18202,1114,1114,83716,0,0,0,0,0,0,41,556,18202
8908,0730,9999, ,Bangor ME MSA,31,31,2374,0,0,0,0,0,0,3,22,640,28,28,2128,0,0,0,0,0,0,2,17,452
8908,0760,9999, ,Baton Rouge LA MSA,72,72,5092,0,0,0,0,0,0,0,0,0,70,70,4985,0,0,0,0,0,0,0,0,0
8908,0780,9999, ,Battle Creek MI MSA,3,3,196,0,0,0,0,0,0,0,0,0,3,3,196,0,0,0,0,0,0,0,0,0
8908,0840,9999, ,Beaumont-Port Arthur TX MSA,10,10,1011,0,0,0,0,0,0,0,0,0,10,10,1011,0,0,0,0,0,0,0,0,0
8908,0860,9999, ,Bellingham WA MSA,109,109,8689,0,0,0,3,12,372,12,130,4432,95,95,7503,0,0,0,1,4,90,10,104,3532
8908,0870,9999, ,Benton Harbor MI MSA,7,7,1075,0,0,0,0,0,0,0,0,0,6,6,1026,0,0,0,0,0,0,0,0,0
8908,0880,9999, ,Billings MT MSA,4,4,468,0,0,0,0,0,0,0,0,0,4,4,468,0,0,0,0,0,0,0,0,0
8908,0920,9999, ,Biloxi-Gulfport MS MSA,49,49,2690,0,0,0,0,0,0,0,0,0,49,49,2690,0,0,0,0,0,0,0,0,0
8908,0960,9999, ,Binghamton NY MSA,32,32,2965,2,4,170,0,0,0,0,0,0,22,22,1667,2,4,170,0,0,0,0,0,0
8908,1000,9999, ,Birmingham AL MSA,244,244,19986,1,2,75,0,0,0,4,70,2000,218,218,18166,1,2,75,0,0,0,4,70,2000
8908,1010,9999, ,Bismarck ND MSA,28,28,2886,0,0,0,0,0,0,5,97,3374,28,28,2886,0,0,0,0,0,0,5,97,3374
