Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201612,104,10580,C,Albany-Schenectady-Troy  NY ,80,80,22116,1,2,314,2,6,793,5,37,5389,61,61,17538,1,2,314,1,3,388,1,8,1440
201612,104,24020, ,Glens Falls  NY ,8,8,1321,0,0,0,0,0,0,0,0,0,3,3,912,0,0,0,0,0,0,0,0,0
201612,106,10740,C,Albuquerque  NM ,173,173,35025,0,0,0,1,4,335,2,24,1906,8,8,3460,0,0,0,0,0,0,0,0,0
201612,106,42140,C,Santa Fe  NM ,10,10,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,108,11100, ,Amarillo  TX ,39,39,10247,3,6,745,0,0,0,0,0,0,39,39,10247,3,6,745,0,0,0,0,0,0
201612,118,11540, ,Appleton  WI ,18,18,4172,1,2,249,0,0,0,0,0,0,18,18,4172,1,2,249,0,0,0,0,0,0
201612,118,36780, ,Oshkosh-Neenah  WI ,11,11,3277,0,0,0,0,0,0,0,0,0,11,11,3277,0,0,0,0,0,0,0,0,0
201612,120,11700, ,Asheville  NC ,126,126,32569,0,0,0,0,0,0,2,20,2227,46,46,10177,0,0,0,0,0,0,0,0,0
201612,122,12020, ,Athens-Clarke County  GA ,22,22,8349,0,0,0,1,4,255,0,0,0,22,22,8349,0,0,0,1,4,255,0,0,0
201612,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,1460,1460,322371,0,0,0,2,8,2337,8,1040,120902,1330,1330,296245,0,0,0,2,8,2337,5,964,113707
201612,122,23580, ,Gainesville  GA ,65,65,11684,0,0,0,0,0,0,0,0,0,65,65,11684,0,0,0,0,0,0,0,0,0
201612,140,13460, ,Bend-Redmond  OR ,94,94,22165,0,0,0,0,0,0,1,32,4225,77,77,18202,0,0,0,0,0,0,1,32,4225
201612,142,13820,C,Birmingham-Hoover  AL ,204,204,49393,0,0,0,0,0,0,2,57,4675,132,132,32361,0,0,0,0,0,0,0,0,0
201612,144,14020,C,Bloomington  IN ,21,21,4442,0,0,0,0,0,0,1,48,5805,21,21,4442,0,0,0,0,0,0,1,48,5805
201612,145,14010, ,Bloomington  IL ,8,8,1430,0,0,0,0,0,0,1,5,321,1,1,250,0,0,0,0,0,0,0,0,0
201612,146,14100,C,Bloomsburg-Berwick  PA ,12,12,2601,0,0,0,0,0,0,1,5,782,4,4,841,0,0,0,0,0,0,0,0,0
201612,147,14260,C,Boise City  ID ,307,307,71434,1,2,413,8,32,2644,2,11,1088,264,264,55936,1,2,413,8,32,2644,1,6,490
201612,148,12700, ,Barnstable Town  MA ,6,6,1750,0,0,0,0,0,0,0,0,0,3,3,754,0,0,0,0,0,0,0,0,0
201612,148,14460,C,Boston-Cambridge-Newton  MA-NH ,415,415,129259,39,78,20864,5,16,2282,21,390,82689,311,311,99286,33,66,18734,4,13,1958,8,270,64753
201612,148,31700, ,Manchester-Nashua  NH ,26,26,4596,0,0,0,0,0,0,5,176,22608,25,25,4341,0,0,0,0,0,0,5,176,22608
201612,148,39300,C,Providence-Warwick  RI-MA ,152,152,28814,3,6,1110,2,6,954,0,0,0,120,120,21530,1,2,679,0,0,0,0,0,0
201612,148,49340, ,Worcester  MA-CT ,12,12,2310,0,0,0,0,0,0,0,0,0,10,10,1930,0,0,0,0,0,0,0,0,0
201612,150,14540, ,Bowling Green  KY ,28,28,6380,0,0,0,3,12,561,3,24,1275,28,28,6380,0,0,0,3,12,561,3,24,1275
201612,154,15180, ,Brownsville-Harlingen  TX ,57,57,5474,4,8,510,1,3,177,0,0,0,15,15,1320,1,2,86,1,3,177,0,0,0
201612,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,45,45,13244,1,2,100,0,0,0,4,44,3480,27,27,8921,1,2,100,0,0,0,2,16,700
201612,162,15980,C,Cape Coral-Fort Myers  FL ,267,267,63277,27,54,6909,5,20,4952,1,8,815,267,267,63277,27,54,6909,5,20,4952,1,8,815
201612,162,34940, ,Naples-Immokalee-Marco Island  FL ,164,164,40486,0,0,0,2,8,1985,5,112,10091,164,164,40486,0,0,0,2,8,1985,5,112,10091
201612,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,168,16300, ,Cedar Rapids  IA ,10,10,1709,1,2,173,1,3,293,0,0,0,10,10,1709,1,2,173,1,3,293,0,0,0
201612,168,26980, ,Iowa City  IA ,58,58,12192,0,0,0,0,0,0,3,102,11318,56,56,11917,0,0,0,0,0,0,3,102,11318
201612,170,16620, ,Charleston  WV ,4,4,717,1,2,265,1,3,205,1,9,565,0,0,0,0,0,0,0,0,0,0,0,0
201612,170,26580, ,Huntington-Ashland  WV-KY-OH ,8,8,1413,1,2,95,0,0,0,0,0,0,2,2,456,0,0,0,0,0,0,0,0,0
201612,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,966,966,230354,3,6,1634,0,0,0,6,226,7180,881,881,207023,3,6,1634,0,0,0,3,194,4152
201612,174,16860, ,Chattanooga  TN-GA ,90,90,16079,3,6,676,0,0,0,6,138,10057,53,53,8880,2,4,471,0,0,0,5,128,9300
201612,174,17420, ,Cleveland  TN ,18,18,3219,0,0,0,1,4,283,1,14,855,0,0,0,0,0,0,0,0,0,0,0,0
201612,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,431,431,125521,7,14,2597,12,42,8920,21,585,134094,370,370,107790,5,10,2012,12,42,8920,18,558,131536
