Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202603,101,10180,2,Abilene  TX ,88,88,25823,3,6,969,0,0,0,0,0,0,85,85,25161,3,6,969,0,0,0,0,0,0
202603,101,45020,5,Sweetwater  TX ,2,2,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,104,10580,2,Albany-Schenectady-Troy  NY ,75,75,30697,1,2,270,1,4,700,7,52,28728,35,35,16629,0,0,0,1,4,700,0,0,0
202603,104,11220,5,Amsterdam  NY ,5,5,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,104,24020,2,Glens Falls  NY ,15,15,4362,0,0,0,0,0,0,1,5,739,12,12,3711,0,0,0,0,0,0,0,0,0
202603,104,24100,5,Gloversville  NY ,4,4,1631,0,0,0,0,0,0,0,0,0,1,1,650,0,0,0,0,0,0,0,0,0
202603,104,26460,5,Hudson  NY ,11,11,3066,0,0,0,0,0,0,0,0,0,3,3,759,0,0,0,0,0,0,0,0,0
202603,105,10740,2,Albuquerque  NM ,182,182,44206,0,0,0,0,0,0,37,414,63222,159,159,37270,0,0,0,0,0,0,37,414,63222
202603,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,105,31060,5,Los Alamos  NM ,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,105,42140,2,Santa Fe  NM ,19,19,7115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,91,91,24931,0,0,0,1,3,0,5,54,7576,59,59,16166,0,0,0,0,0,0,2,24,4278
202603,106,20700,5,East Stroudsburg  PA ,22,22,9212,0,0,0,0,0,0,1,5,450,15,15,7039,0,0,0,0,0,0,0,0,0
202603,107,11020,2,Altoona  PA ,7,7,2327,0,0,0,0,0,0,0,0,0,2,2,756,0,0,0,0,0,0,0,0,0
202603,107,26500,5,Huntingdon  PA ,5,5,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,108,11100,2,Amarillo  TX ,77,77,22648,1,2,323,0,0,0,2,40,6889,71,71,21017,1,2,323,0,0,0,2,40,6889
202603,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,118,11540,2,Appleton  WI ,67,67,26543,0,0,0,0,0,0,0,0,0,58,58,23443,0,0,0,0,0,0,0,0,0
202603,118,36780,2,Oshkosh-Neenah  WI ,20,20,8003,0,0,0,0,0,0,1,82,10100,18,18,7292,0,0,0,0,0,0,1,82,10100
202603,120,11700,2,Asheville  NC ,192,192,80925,0,0,0,0,0,0,29,961,164581,157,157,69239,0,0,0,0,0,0,28,914,156341
202603,120,14820,5,Brevard  NC ,15,15,10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,120,48200,5,Waynesville  NC ,34,34,14466,0,0,0,0,0,0,0,0,0,34,34,14466,0,0,0,0,0,0,0,0,0
202603,122,12020,2,Athens-Clarke County  GA ,70,70,22415,0,0,0,0,0,0,0,0,0,58,58,20061,0,0,0,0,0,0,0,0,0
202603,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,1971,1971,613200,7,14,2317,8,28,8930,40,999,99682,1624,1624,529767,7,14,2317,7,25,8257,33,845,77145
202603,122,15660,5,Calhoun  GA ,51,51,13426,0,0,0,0,0,0,0,0,0,51,51,13426,0,0,0,0,0,0,0,0,0
202603,122,16340,5,Cedartown  GA ,12,12,3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,122,18460,5,Cornelia  GA ,22,22,7621,0,0,0,0,0,0,1,13,745,0,0,0,0,0,0,0,0,0,0,0,0
202603,122,23580,2,Gainesville  GA ,110,110,32759,1,2,420,1,3,506,2,17,2609,31,31,9264,1,2,420,0,0,0,0,0,0
202603,122,27600,5,Jefferson  GA ,185,185,55428,0,0,0,0,0,0,0,0,0,130,130,39329,0,0,0,0,0,0,0,0,0
202603,122,29300,5,LaGrange  GA-AL ,37,37,11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,122,40660,2,Rome  GA ,33,33,6838,0,0,0,0,0,0,0,0,0,33,33,6838,0,0,0,0,0,0,0,0,0
202603,122,45580,5,Thomaston  GA ,10,10,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202603,132,12940,2,Baton Rouge  LA ,283,283,77294,3,6,386,0,0,0,6,89,2195,47,47,11032,0,0,0,0,0,0,0,0,0
202603,132,25220,2,Hammond  LA ,58,58,13428,0,0,0,0,0,0,1,72,6821,49,49,11701,0,0,0,0,0,0,0,0,0
202603,142,13820,2,Birmingham  AL ,282,282,92348,1,2,1032,0,0,0,1,21,3957,222,222,75015,0,0,0,0,0,0,0,0,0
202603,142,18980,5,Cullman  AL ,16,16,2981,0,0,0,0,0,0,0,0,0,15,15,2823,0,0,0,0,0,0,0,0,0
202603,142,45180,5,Talladega-Sylacauga  AL ,17,17,3524,0,0,0,0,0,0,1,8,1258,17,17,3524,0,0,0,0,0,0,1,8,1258
202603,144,13260,5,Bedford  IN ,5,5,864,0,0,0,0,0,0,0,0,0,5,5,864,0,0,0,0,0,0,0,0,0
