Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9711,0040,9999, ,Abilene TX MSA,17,17,1986,0,0,0,0,0,0,1,8,208,0,0,0,0,0,0,0,0,0,0,0,0
9711,0120,9999, ,Albany GA MSA,41,41,3097,0,0,0,0,0,0,1,40,1603,41,41,3097,0,0,0,0,0,0,1,40,1603
9711,0160,9999, ,Albany-Schenectady-Troy NY MSA,113,113,14398,1,2,77,1,4,150,1,72,4120,100,100,12880,0,0,0,1,4,150,1,72,4120
9711,0200,9999, ,Albuquerque NM MSA,307,307,27355,0,0,0,0,0,0,2,10,284,194,194,18029,0,0,0,0,0,0,0,0,0
9711,0220,9999, ,Alexandria LA MSA,14,14,1575,0,0,0,0,0,0,0,0,0,14,14,1575,0,0,0,0,0,0,0,0,0
9711,0240,9999, ,Allentown-Bethlehem-Easton PA MSA,110,110,10112,3,6,390,0,0,0,1,8,320,101,101,8955,3,6,390,0,0,0,1,8,320
9711,0280,9999, ,Altoona PA MSA,3,3,203,0,0,0,0,0,0,0,0,0,3,3,203,0,0,0,0,0,0,0,0,0
9711,0320,9999, ,Amarillo TX MSA,34,34,3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9711,0380,9999, ,Anchorage AK MSA,61,61,7751,0,0,0,0,0,0,0,0,0,61,61,7751,0,0,0,0,0,0,0,0,0
9711,0450,9999, ,Anniston AL MSA,10,10,850,0,0,0,0,0,0,1,7,318,4,4,277,0,0,0,0,0,0,0,0,0
9711,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,84,84,10220,5,10,759,1,3,335,5,41,1536,61,61,7417,2,4,330,1,3,335,4,32,1200
9711,0480,9999, ,Asheville NC MSA,82,82,10383,1,2,160,1,3,213,0,0,0,82,82,10383,1,2,160,1,3,213,0,0,0
9711,0500,9999, ,Athens GA MSA,61,61,6290,0,0,0,0,0,0,0,0,0,51,51,5305,0,0,0,0,0,0,0,0,0
9711,0520,9999, ,Atlanta GA MSA,2613,2613,257971,0,0,0,2,7,374,31,969,44033,2514,2514,249847,0,0,0,2,7,374,31,969,44033
9711,0600,9999, ,Augusta-Aiken GA-SC MSA,76,76,7625,0,0,0,0,0,0,1,7,309,69,69,6774,0,0,0,0,0,0,0,0,0
9711,0640,9999, ,Austin-San Marcos TX MSA,401,401,42314,2,4,297,0,0,0,23,366,16628,321,321,31917,1,2,102,0,0,0,22,352,16008
9711,0680,9999, ,Bakersfield CA MSA,173,173,16538,0,0,0,0,0,0,0,0,0,173,173,16538,0,0,0,0,0,0,0,0,0
9711,0730,9999, ,Bangor ME MSA,12,12,1431,0,0,0,0,0,0,0,0,0,11,11,1331,0,0,0,0,0,0,0,0,0
9711,0740,9999, ,Barnstable-Yarmouth MA MSA,93,93,13293,0,0,0,0,0,0,0,0,0,93,93,13293,0,0,0,0,0,0,0,0,0
9711,0760,9999, ,Baton Rouge LA MSA,79,79,6189,12,24,1104,12,48,1104,6,90,5000,79,79,6189,12,24,1104,12,48,1104,6,90,5000
9711,0840,9999, ,Beaumont-Port Arthur TX MSA,31,31,3310,0,0,0,0,0,0,0,0,0,31,31,3310,0,0,0,0,0,0,0,0,0
9711,0860,9999, ,Bellingham WA MSA,63,63,7594,7,14,1581,0,0,0,7,52,2723,29,29,3931,7,14,1581,0,0,0,6,46,2377
9711,0870,9999, ,Benton Harbor MI MSA,1,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9711,0880,9999, ,Billings MT MSA,19,19,2308,1,2,157,0,0,0,0,0,0,19,19,2308,1,2,157,0,0,0,0,0,0
9711,0920,9999, ,Biloxi-Gulfport-Pascagoula MS MSA,105,105,8592,0,0,0,1,4,214,0,0,0,99,99,8082,0,0,0,1,4,214,0,0,0
9711,0960,9999, ,Binghamton NY MSA,5,5,979,0,0,0,0,0,0,0,0,0,5,5,979,0,0,0,0,0,0,0,0,0
9711,1000,9999, ,Birmingham AL MSA,232,232,27809,0,0,0,1,3,35,11,85,3826,169,169,21335,0,0,0,0,0,0,10,80,3713
9711,1010,9999, ,Bismarck ND MSA,22,22,2642,0,0,0,0,0,0,0,0,0,22,22,2642,0,0,0,0,0,0,0,0,0
9711,1020,9999, ,Bloomington IN MSA,19,19,2258,4,8,340,0,0,0,0,0,0,0,0,0,4,8,340,0,0,0,0,0,0
9711,1040,9999, ,Bloomington-Normal IL MSA,51,51,5223,0,0,0,4,16,560,2,24,420,51,51,5223,0,0,0,4,16,560,2,24,420
9711,1080,9999, ,Boise City ID MSA,303,303,38775,0,0,0,11,44,1783,1,5,204,294,294,38009,0,0,0,11,44,1783,0,0,0
