Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202405,101,10180,2,Abilene  TX ,33,33,9490,0,0,0,0,0,0,0,0,0,33,33,9490,0,0,0,0,0,0,0,0,0
202405,101,45020,5,Sweetwater  TX ,2,2,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202405,104,10580,2,Albany-Schenectady-Troy  NY ,104,104,37941,2,4,1100,1,3,524,4,70,11502,62,62,23645,1,2,800,0,0,0,1,54,9570
202405,104,11220,5,Amsterdam  NY ,3,3,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202405,104,24020,2,Glens Falls  NY ,36,36,10773,0,0,0,0,0,0,0,0,0,33,33,9987,0,0,0,0,0,0,0,0,0
202405,104,24100,5,Gloversville  NY ,9,9,3237,0,0,0,0,0,0,1,5,1333,6,6,2200,0,0,0,0,0,0,0,0,0
202405,104,26460,5,Hudson  NY ,13,13,6952,0,0,0,0,0,0,0,0,0,3,3,675,0,0,0,0,0,0,0,0,0
202405,105,10740,2,Albuquerque  NM ,186,186,45137,2,4,425,0,0,0,0,0,0,158,158,36826,2,4,425,0,0,0,0,0,0
202405,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202405,105,31060,5,Los Alamos  NM ,3,3,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202405,105,42140,2,Santa Fe  NM ,29,29,10714,0,0,0,0,0,0,0,0,0,29,29,10714,0,0,0,0,0,0,0,0,0
202405,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,145,145,39316,0,0,0,0,0,0,4,93,16114,100,100,28520,0,0,0,0,0,0,2,82,13607
202405,106,20700,5,East Stroudsburg  PA ,18,18,7261,0,0,0,0,0,0,0,0,0,13,13,5525,0,0,0,0,0,0,0,0,0
202405,107,11020,2,Altoona  PA ,5,5,2407,0,0,0,1,4,381,0,0,0,2,2,1044,0,0,0,0,0,0,0,0,0
202405,107,26500,5,Huntingdon  PA ,6,6,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202405,108,11100,2,Amarillo  TX ,52,52,14858,0,0,0,0,0,0,0,0,0,48,48,13804,0,0,0,0,0,0,0,0,0
202405,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202405,118,11540,2,Appleton  WI ,64,64,22466,3,6,1400,0,0,0,2,12,1665,56,56,19589,3,6,1400,0,0,0,2,12,1665
202405,118,36780,2,Oshkosh-Neenah  WI ,23,23,7764,0,0,0,0,0,0,1,5,800,23,23,7764,0,0,0,0,0,0,1,5,800
202405,120,11700,2,Asheville  NC ,246,246,99071,0,0,0,0,0,0,6,113,18745,187,187,83705,0,0,0,0,0,0,5,106,17141
202405,120,14820,5,Brevard  NC ,20,20,11817,0,0,0,0,0,0,1,5,1327,0,0,0,0,0,0,0,0,0,0,0,0
202405,120,48200,5,Waynesville  NC ,21,21,8970,1,2,257,0,0,0,0,0,0,2,2,285,0,0,0,0,0,0,0,0,0
202405,122,12020,2,Athens-Clarke County  GA ,79,79,28583,0,0,0,0,0,0,2,12,1769,37,37,16467,0,0,0,0,0,0,2,12,1769
202405,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,2378,2378,677848,26,52,9212,14,50,11208,108,1107,210395,2164,2164,625105,26,52,9212,14,50,11208,103,1027,197174
202405,122,15660,5,Calhoun  GA ,21,21,4915,0,0,0,0,0,0,0,0,0,9,9,1510,0,0,0,0,0,0,0,0,0
202405,122,16340,5,Cedartown  GA ,8,8,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202405,122,18460,5,Cornelia  GA ,26,26,10309,0,0,0,1,4,1357,0,0,0,22,22,9834,0,0,0,1,4,1357,0,0,0
202405,122,23580,2,Gainesville  GA ,118,118,25074,1,2,170,1,3,234,1,5,403,48,48,9366,0,0,0,0,0,0,0,0,0
202405,122,27600,5,Jefferson  GA ,219,219,71847,0,0,0,1,3,512,2,12,1808,133,133,47718,0,0,0,0,0,0,0,0,0
202405,122,29300,5,LaGrange  GA-AL ,42,42,11262,1,2,300,0,0,0,0,0,0,37,37,10283,1,2,300,0,0,0,0,0,0
202405,122,40660,2,Rome  GA ,52,52,10290,0,0,0,0,0,0,0,0,0,52,52,10290,0,0,0,0,0,0,0,0,0
202405,122,45580,5,Thomaston  GA ,12,12,2480,0,0,0,0,0,0,0,0,0,5,5,1470,0,0,0,0,0,0,0,0,0
202405,132,12940,2,Baton Rouge  LA ,324,324,79564,0,0,0,0,0,0,1,16,1636,51,51,11304,0,0,0,0,0,0,0,0,0
202405,132,25220,2,Hammond  LA ,74,74,13155,1,2,100,0,0,0,1,30,2856,0,0,0,0,0,0,0,0,0,0,0,0
202405,142,13820,2,Birmingham  AL ,310,310,96970,1,2,1182,0,0,0,1,20,3167,250,250,77101,0,0,0,0,0,0,0,0,0
202405,142,18980,5,Cullman  AL ,22,22,4321,0,0,0,0,0,0,0,0,0,20,20,3667,0,0,0,0,0,0,0,0,0
202405,142,45180,5,Talladega-Sylacauga  AL ,8,8,1135,0,0,0,0,0,0,0,0,0,8,8,1135,0,0,0,0,0,0,0,0,0
202405,144,13260,5,Bedford  IN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
