Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200301,0040,9999,,Abilene  TX MSA ,7,7,1131,2,4,160,0,0,0,0,0,0,7,7,1131,2,4,160,0,0,0,0,0,0
200301,0120,9999,,Albany  GA MSA ,48,48,5189,2,4,332,0,0,0,3,24,1556,23,23,2331,2,4,332,0,0,0,3,24,1556
200301,0160,9999,,Albany-Schenectady-Troy  NY MSA ,101,101,17810,0,0,0,0,0,0,1,5,290,89,89,15945,0,0,0,0,0,0,0,0,0
200301,0200,9999,,Albuquerque  NM MSA ,481,481,50220,0,0,0,0,0,0,1,38,1636,1,1,133,0,0,0,0,0,0,0,0,0
200301,0220,9999,,Alexandria  LA MSA ,36,36,4336,0,0,0,0,0,0,0,0,0,36,36,4336,0,0,0,0,0,0,0,0,0
200301,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,125,125,15527,0,0,0,1,3,232,4,40,3120,111,111,13530,0,0,0,0,0,0,4,40,3120
200301,0280,9999,,Altoona  PA MSA ,5,5,907,0,0,0,0,0,0,0,0,0,5,5,907,0,0,0,0,0,0,0,0,0
200301,0320,9999,,Amarillo  TX MSA ,46,46,7518,0,0,0,0,0,0,0,0,0,46,46,7518,0,0,0,0,0,0,0,0,0
200301,0380,9999,,Anchorage  AK MSA ,24,24,4639,13,26,3530,1,4,466,0,0,0,24,24,4639,13,26,3530,1,4,466,0,0,0
200301,0450,9999,,Anniston  AL MSA ,12,12,1450,0,0,0,0,0,0,0,0,0,10,10,1322,0,0,0,0,0,0,0,0,0
200301,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,90,90,13058,0,0,0,1,3,510,5,60,2620,88,88,12718,0,0,0,1,3,510,5,60,2620
200301,0480,9999,,Asheville  NC MSA ,104,104,14770,3,6,263,2,6,322,0,0,0,104,104,14770,3,6,263,2,6,322,0,0,0
200301,0500,9999,,Athens  GA MSA ,135,135,16823,0,0,0,0,0,0,6,112,6854,122,122,14794,0,0,0,0,0,0,6,112,6854
200301,0520,9999,,Atlanta  GA MSA ,3873,3873,443402,7,14,952,3,10,777,24,739,47353,3383,3383,388631,7,14,952,2,7,669,13,614,40758
200301,0580,9999,,Auburn-Opelika  AL MSA ,35,35,5192,5,10,596,2,8,487,1,5,382,35,35,5192,5,10,596,2,8,487,1,5,382
200301,0600,9999,,Augusta-Aiken  GA-SC MSA ,274,274,31891,0,0,0,0,0,0,5,216,5297,254,254,29713,0,0,0,0,0,0,5,216,5297
200301,0640,9999,,Austin-San Marcos  TX MSA ,532,532,68670,4,8,554,1,4,291,8,46,2773,471,471,61245,4,8,554,1,4,291,7,41,2446
200301,0680,9999,,Bakersfield  CA MSA ,359,359,49573,0,0,0,0,0,0,0,0,0,356,356,49238,0,0,0,0,0,0,0,0,0
200301,0730,9999,,Bangor  ME MSA ,8,8,1255,1,2,140,0,0,0,0,0,0,6,6,1052,1,2,140,0,0,0,0,0,0
200301,0740,9999,,Barnstable-Yarmouth  MA MSA ,52,52,11845,0,0,0,0,0,0,0,0,0,47,47,10814,0,0,0,0,0,0,0,0,0
200301,0760,9999,,Baton Rouge  LA MSA ,121,121,12263,0,0,0,1,4,190,0,0,0,121,121,12263,0,0,0,1,4,190,0,0,0
200301,0840,9999,,Beaumont-Port Arthur  TX MSA ,38,38,5199,0,0,0,0,0,0,0,0,0,38,38,5199,0,0,0,0,0,0,0,0,0
200301,0860,9999,,Bellingham  WA MSA ,82,82,12604,2,4,450,0,0,0,3,36,2071,75,75,11456,2,4,450,0,0,0,3,36,2071
200301,0870,9999,,Benton Harbor  MI MSA ,7,7,1242,0,0,0,0,0,0,0,0,0,6,6,1004,0,0,0,0,0,0,0,0,0
200301,0880,9999,,Billings  MT MSA ,32,32,4933,1,2,175,0,0,0,1,24,1716,32,32,4933,1,2,175,0,0,0,1,24,1716
200301,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,164,164,17262,1,2,125,0,0,0,0,0,0,149,149,15406,1,2,125,0,0,0,0,0,0
200301,0960,9999,,Binghamton  NY MSA ,3,3,567,0,0,0,0,0,0,0,0,0,3,3,567,0,0,0,0,0,0,0,0,0
200301,1000,9999,,Birmingham  AL MSA ,359,359,51343,0,0,0,0,0,0,1,6,240,144,144,22337,0,0,0,0,0,0,0,0,0
200301,1010,9999,,Bismarck  ND MSA ,9,9,1412,0,0,0,0,0,0,0,0,0,6,6,1071,0,0,0,0,0,0,0,0,0
200301,1020,9999,,Bloomington  IN MSA ,31,31,4622,0,0,0,0,0,0,4,32,1898,30,30,4546,0,0,0,0,0,0,4,32,1898
200301,1040,9999,,Bloomington-Normal  IL MSA ,38,38,4097,0,0,0,0,0,0,8,112,6644,38,38,4097,0,0,0,0,0,0,8,112,6644
