Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8801,0040,9999,-,ABILENE TX MSA. . . . . . . . . .,10,10,876,0,0,0,0,0,0,0,0,0,10,10,876,0,0,0,0,0,0,0,0,0
8801,0120,9999,-,ALBANY GA MSA . . . . . . . . . .,7,7,434,1,2,50,0,0,0,0,0,0,7,7,434,1,2,50,0,0,0,0,0,0
8801,0160,9999,-,ALBANY-SCHENECTADY-TROY NY MSA. .,93,93,6771,6,12,400,0,0,0,8,58,1984,77,77,5916,5,10,335,0,0,0,6,48,1832
8801,0200,9999,-,ALBUQUERQUE NM MSA. . . . . . . .,131,131,9901,0,0,0,0,0,0,8,60,1859,131,131,9901,0,0,0,0,0,0,8,60,1859
8801,0220,9999,-,ALEXANDRIA LA MSA . . . . . . . .,2,2,156,0,0,0,0,0,0,0,0,0,2,2,156,0,0,0,0,0,0,0,0,0
8801,0240,9999,-,ALLENTOWN-BETHLEHEM PA-NJ MSA . .,393,393,28861,10,20,752,0,0,0,3,25,672,377,377,27752,9,18,711,0,0,0,1,12,350
8801,0280,9999,-,ALTOONA PA MSA. . . . . . . . . .,3,3,130,0,0,0,0,0,0,0,0,0,3,3,130,0,0,0,0,0,0,0,0,0
8801,0320,9999,-,AMARILLO TX MSA . . . . . . . . .,22,22,2026,0,0,0,0,0,0,0,0,0,22,22,2026,0,0,0,0,0,0,0,0,0
8801,0380,9999,-,ANCHORAGE AK MSA. . . . . . . . .,4,4,872,0,0,0,0,0,0,0,0,0,4,4,872,0,0,0,0,0,0,0,0,0
8801,0400,9999,-,ANDERSON IN MSA . . . . . . . . .,4,4,182,0,0,0,0,0,0,0,0,0,4,4,182,0,0,0,0,0,0,0,0,0
8801,0405,9999,-,ANDERSON SC MSA . . . . . . . . .,38,38,2466,0,0,0,2,8,183,0,0,0,38,38,2466,0,0,0,2,8,183,0,0,0
8801,0450,9999,-,ANNISTON AL MSA . . . . . . . . .,5,5,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8801,0460,9999,-,APPLETON-OSHKOSH-NEENAH WI MSA. .,28,28,1952,1,2,47,0,0,0,1,5,108,5,5,268,0,0,0,0,0,0,0,0,0
8801,0480,9999,-,ASHEVILLE NC MSA. . . . . . . . .,24,24,1401,0,0,0,0,0,0,0,0,0,24,24,1401,0,0,0,0,0,0,0,0,0
8801,0500,9999,-,ATHENS GA MSA . . . . . . . . . .,43,43,3119,1,2,34,0,0,0,0,0,0,43,43,3119,1,2,34,0,0,0,0,0,0
8801,0520,9999,-,ATLANTA GA MSA. . . . . . . . . .,1550,1550,120962,7,14,390,3,9,370,35,643,19017,1526,1526,119664,2,4,144,3,9,370,32,628,18757
8801,0560,9999,-,ATLANTIC CITY NJ MSA. . . . . . .,107,107,7560,37,74,5285,1,3,334,8,165,8420,93,93,6833,32,64,4705,1,3,334,5,72,2785
8801,0600,9999,-,AUGUSTA GA-SC MSA . . . . . . . .,102,102,5684,0,0,0,0,0,0,0,0,0,79,79,4626,0,0,0,0,0,0,0,0,0
8801,0640,9999,-,AUSTIN TX MSA . . . . . . . . . .,185,185,13811,3,6,207,0,0,0,1,11,246,184,184,13769,3,6,207,0,0,0,1,11,246
8801,0680,9999,-,BAKERSFIELD CA MSA. . . . . . . .,148,148,10352,0,0,0,1,4,123,5,32,1129,148,148,10352,0,0,0,1,4,123,5,32,1129
8801,0720,9999,-,BALTIMORE MD MSA. . . . . . . . .,798,798,51132,0,0,0,0,0,0,5,94,2622,784,784,50406,0,0,0,0,0,0,5,94,2622
8801,0730,9999,-,BANGOR ME MSA . . . . . . . . . .,7,7,435,0,0,0,0,0,0,0,0,0,3,3,205,0,0,0,0,0,0,0,0,0
8801,0760,9999,-,BATON ROUGE LA MSA. . . . . . . .,59,59,4037,0,0,0,0,0,0,0,0,0,55,55,3848,0,0,0,0,0,0,0,0,0
8801,0780,9999,-,BATTLE CREEK MI MSA . . . . . . .,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8801,0840,9999,-,BEAUMONT-PORT ARTHUR TX MSA . . .,2,2,126,0,0,0,0,0,0,0,0,0,2,2,126,0,0,0,0,0,0,0,0,0
8801,0860,9999,-,BELLINGHAM WA MSA . . . . . . . .,18,18,1093,0,0,0,0,0,0,1,5,149,2,2,125,0,0,0,0,0,0,0,0,0
8801,0870,9999,-,BENTON HARBOR MI MSA. . . . . . .,1,1,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8801,0880,9999,-,BILLINGS MT MSA . . . . . . . . .,9,9,559,1,2,189,0,0,0,0,0,0,7,7,501,1,2,189,0,0,0,0,0,0
