Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9306,0040,9999, ,Abilene TX MSA,26,26,2741,0,0,0,0,0,0,0,0,0,26,26,2741,0,0,0,0,0,0,0,0,0
9306,0120,9999, ,Albany GA MSA,4,4,196,3,6,178,2,8,148,0,0,0,4,4,196,3,6,178,2,8,148,0,0,0
9306,0160,9999, ,Albany-Schenectady-Troy NY MSA,274,274,35091,2,4,157,1,4,100,2,20,500,247,247,32342,1,2,90,1,4,100,2,20,500
9306,0200,9999, ,Albuquerque NM MSA,368,368,31231,0,0,0,0,0,0,8,76,2790,282,282,26461,0,0,0,0,0,0,8,76,2790
9306,0220,9999, ,Alexandria LA MSA,3,3,286,0,0,0,0,0,0,0,0,0,3,3,286,0,0,0,0,0,0,0,0,0
9306,0240,9999, ,Allentown-Bethlehem-Easton PA MSA,245,245,27039,0,0,0,0,0,0,2,29,898,220,220,24412,0,0,0,0,0,0,1,24,750
9306,0280,9999, ,Altoona PA MSA,10,10,989,0,0,0,0,0,0,0,0,0,10,10,989,0,0,0,0,0,0,0,0,0
9306,0320,9999, ,Amarillo TX MSA,33,33,3898,0,0,0,0,0,0,0,0,0,33,33,3898,0,0,0,0,0,0,0,0,0
9306,0380,9999, ,Anchorage AK MSA,90,90,15009,0,0,0,0,0,0,0,0,0,90,90,15009,0,0,0,0,0,0,0,0,0
9306,0450,9999, ,Anniston AL MSA,10,10,689,0,0,0,0,0,0,0,0,0,4,4,243,0,0,0,0,0,0,0,0,0
9306,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,91,91,9109,6,12,630,2,8,280,5,87,2697,56,56,5775,3,6,311,2,8,280,2,66,2246
9306,0480,9999, ,Asheville NC MSA,63,63,6431,0,0,0,1,3,45,3,34,635,54,54,5647,0,0,0,0,0,0,0,0,0
9306,0500,9999, ,Athens GA MSA,56,56,4160,11,22,671,0,0,0,0,0,0,56,56,4160,11,22,671,0,0,0,0,0,0
9306,0520,9999, ,Atlanta GA MSA,2677,2677,237005,13,26,766,1,4,133,4,56,1305,2557,2557,228057,13,26,766,1,4,133,4,56,1305
9306,0600,9999, ,Augusta-Aiken GA-SC MSA,211,211,17884,0,0,0,0,0,0,0,0,0,208,208,17750,0,0,0,0,0,0,0,0,0
9306,0640,9999, ,Austin-San Marcos TX MSA,510,510,52253,6,12,647,0,0,0,15,358,8376,489,489,50578,6,12,647,0,0,0,15,358,8376
9306,0680,9999, ,Bakersfield CA MSA,347,347,32617,1,2,89,2,8,418,0,0,0,333,333,31499,1,2,89,2,8,418,0,0,0
9306,0730,9999, ,Bangor ME MSA,27,27,2827,0,0,0,0,0,0,0,0,0,25,25,2683,0,0,0,0,0,0,0,0,0
9306,0740,9999, ,Barnstable-Yarmouth MA MSA,83,83,7832,0,0,0,0,0,0,0,0,0,57,57,4828,0,0,0,0,0,0,0,0,0
9306,0760,9999, ,Baton Rouge LA MSA,173,173,13427,0,0,0,1,4,152,0,0,0,173,173,13427,0,0,0,1,4,152,0,0,0
9306,0840,9999, ,Beaumont-Port Arthur TX MSA,26,26,2306,0,0,0,0,0,0,0,0,0,26,26,2306,0,0,0,0,0,0,0,0,0
9306,0860,9999, ,Bellingham WA MSA,101,101,9725,5,10,652,1,3,233,3,35,1666,11,11,1137,0,0,0,0,0,0,0,0,0
9306,0870,9999, ,Benton Harbor MI MSA,6,6,657,1,2,75,0,0,0,0,0,0,1,1,100,1,2,75,0,0,0,0,0,0
9306,0880,9999, ,Billings MT MSA,60,60,5804,2,4,277,0,0,0,0,0,0,59,59,5735,2,4,277,0,0,0,0,0,0
9306,0920,9999, ,Biloxi-Gulfport-Pascagoula MS MSA,138,138,9171,0,0,0,0,0,0,0,0,0,118,118,7865,0,0,0,0,0,0,0,0,0
9306,0960,9999, ,Binghamton NY MSA,15,15,1893,0,0,0,0,0,0,0,0,0,14,14,1785,0,0,0,0,0,0,0,0,0
9306,1000,9999, ,Birmingham AL MSA,355,355,35387,2,4,130,1,3,95,18,267,10672,229,229,24654,1,2,60,0,0,0,18,267,10672
9306,1010,9999, ,Bismarck ND MSA,38,38,4384,1,2,120,1,4,336,0,0,0,38,38,4384,1,2,120,1,4,336,0,0,0
9306,1020,9999, ,Bloomington IN MSA,112,112,10634,4,8,446,0,0,0,2,10,280,112,112,10634,4,8,446,0,0,0,2,10,280
9306,1040,9999, ,Bloomington-Normal IL MSA,91,91,10088,3,6,513,0,0,0,7,136,4920,91,91,10088,3,6,513,0,0,0,7,136,4920
9306,1080,9999, ,Boise City ID MSA,370,370,34847,4,8,373,4,16,583,1,5,191,341,341,32153,4,8,373,4,16,583,0,0,0
9306,1122,1120, ,Boston MA-NH-ME-CT PMSA,1208,1208,140035,13,26,1598,1,4,297,7,36,2067,687,687,81423,9,18,884,1,4,297,1,6,500
