Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8809,0040,9999,,ABILENE TX MSA. . . . . . . . . .,7,7,640,0,0,0,0,0,0,0,0,0,7,7,640,0,0,0,0,0,0,0,0,0
8809,0120,9999,,ALBANY GA MSA . . . . . . . . . .,10,10,749,2,4,145,0,0,0,0,0,0,10,10,749,2,4,145,0,0,0,0,0,0
8809,0160,9999,,ALBANY-SCHENECTADY-TROY NY MSA. .,280,280,24817,19,38,1406,3,9,307,5,38,1310,209,209,18921,17,34,1256,0,0,0,4,32,1250
8809,0200,9999,,ALBUQUERQUE NM MSA. . . . . . . .,259,259,19397,1,2,75,0,0,0,2,69,2127,34,34,3016,0,0,0,0,0,0,0,0,0
8809,0220,9999,,ALEXANDRIA LA MSA . . . . . . . .,8,8,695,0,0,0,0,0,0,0,0,0,8,8,695,0,0,0,0,0,0,0,0,0
8809,0240,9999,,ALLENTOWN-BETHLEHEM PA-NJ MSA . .,300,300,26459,3,6,222,2,8,396,4,30,1314,281,281,25217,3,6,222,2,8,396,4,30,1314
8809,0280,9999,,ALTOONA PA MSA. . . . . . . . . .,10,10,594,0,0,0,0,0,0,0,0,0,7,7,455,0,0,0,0,0,0,0,0,0
8809,0320,9999,,AMARILLO TX MSA . . . . . . . . .,15,15,1341,0,0,0,0,0,0,0,0,0,15,15,1341,0,0,0,0,0,0,0,0,0
8809,0380,9999,,ANCHORAGE AK MSA. . . . . . . . .,51,51,7098,0,0,0,0,0,0,0,0,0,51,51,7098,0,0,0,0,0,0,0,0,0
8809,0400,9999,,ANDERSON IN MSA . . . . . . . . .,11,11,832,2,4,85,0,0,0,0,0,0,11,11,832,2,4,85,0,0,0,0,0,0
8809,0405,9999,,ANDERSON SC MSA . . . . . . . . .,60,60,4140,1,2,75,2,8,194,0,0,0,60,60,4140,1,2,75,2,8,194,0,0,0
8809,0450,9999,,ANNISTON AL MSA . . . . . . . . .,14,14,781,0,0,0,0,0,0,0,0,0,6,6,304,0,0,0,0,0,0,0,0,0
8809,0460,9999,,APPLETON-OSHKOSH-NEENAH WI MSA. .,91,91,6828,4,8,301,1,4,83,6,60,1422,23,23,1968,1,2,85,0,0,0,3,30,780
8809,0480,9999,,ASHEVILLE NC MSA. . . . . . . . .,99,99,6515,2,4,216,3,10,284,3,44,1546,98,98,6189,2,4,216,3,10,284,3,44,1546
8809,0500,9999,,ATHENS GA MSA . . . . . . . . . .,41,41,3144,16,32,1035,0,0,0,29,214,9385,41,41,3144,16,32,1035,0,0,0,29,214,9385
8809,0520,9999,,ATLANTA GA MSA. . . . . . . . . .,2052,2052,160864,25,50,1466,6,21,467,48,654,18272,2033,2033,159918,23,46,1393,5,18,404,47,649,18206
8809,0560,9999,,ATLANTIC CITY NJ MSA. . . . . . .,196,196,13063,20,40,3266,0,0,0,5,88,5281,150,150,9998,19,38,3188,0,0,0,0,0,0
8809,0600,9999,,AUGUSTA GA-SC MSA . . . . . . . .,192,192,14886,0,0,0,0,0,0,7,60,1513,192,192,14886,0,0,0,0,0,0,7,60,1513
8809,0640,9999,,AUSTIN TX MSA . . . . . . . . . .,155,155,16508,0,0,0,0,0,0,2,130,4811,155,155,16508,0,0,0,0,0,0,2,130,4811
8809,0680,9999,,BAKERSFIELD CA MSA. . . . . . . .,279,279,24282,2,4,212,1,3,110,0,0,0,279,279,24282,2,4,212,1,3,110,0,0,0
8809,0720,9999,,BALTIMORE MD MSA. . . . . . . . .,1142,1142,81642,0,0,0,0,0,0,30,492,18189,1125,1125,80736,0,0,0,0,0,0,30,492,18189
8809,0730,9999,,BANGOR ME MSA . . . . . . . . . .,16,16,1169,0,0,0,1,3,86,3,15,394,10,10,713,0,0,0,0,0,0,1,5,100
8809,0760,9999,,BATON ROUGE LA MSA. . . . . . . .,58,58,4271,0,0,0,0,0,0,0,0,0,58,58,4271,0,0,0,0,0,0,0,0,0
8809,0780,9999,,BATTLE CREEK MI MSA . . . . . . .,1,1,80,0,0,0,0,0,0,2,14,341,0,0,0,0,0,0,0,0,0,0,0,0
8809,0840,9999,,BEAUMONT-PORT ARTHUR TX MSA . . .,19,19,1321,0,0,0,0,0,0,0,0,0,19,19,1321,0,0,0,0,0,0,0,0,0
8809,0860,9999,,BELLINGHAM WA MSA . . . . . . . .,35,35,2257,0,0,0,1,3,49,1,5,151,6,6,386,0,0,0,0,0,0,0,0,0
8809,0870,9999,,BENTON HARBOR MI MSA. . . . . . .,10,10,799,0,0,0,0,0,0,0,0,0,10,10,799,0,0,0,0,0,0,0,0,0
8809,0880,9999,,BILLINGS MT MSA . . . . . . . . .,16,16,1277,0,0,0,0,0,0,0,0,0,16,16,1277,0,0,0,0,0,0,0,0,0
