Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9610,0040,9999, ,Abilene TX MSA,21,21,2366,1,2,100,1,3,270,1,13,338,0,0,0,0,0,0,0,0,0,0,0,0
9610,0120,9999, ,Albany GA MSA,41,41,3266,0,0,0,0,0,0,0,0,0,41,41,3266,0,0,0,0,0,0,0,0,0
9610,0160,9999, ,Albany-Schenectady-Troy NY MSA,118,118,14732,2,4,201,0,0,0,4,27,1034,96,96,12171,0,0,0,0,0,0,1,8,310
9610,0200,9999, ,Albuquerque NM MSA,401,401,34491,1,2,55,0,0,0,16,197,8321,22,22,1309,0,0,0,0,0,0,0,0,0
9610,0220,9999, ,Alexandria LA MSA,17,17,2097,0,0,0,0,0,0,0,0,0,17,17,2097,0,0,0,0,0,0,0,0,0
9610,0240,9999, ,Allentown-Bethlehem-Easton PA MSA,134,134,13403,0,0,0,2,6,385,4,52,2340,126,126,12333,0,0,0,1,3,235,4,52,2340
9610,0280,9999, ,Altoona PA MSA,7,7,529,0,0,0,0,0,0,1,5,193,2,2,260,0,0,0,0,0,0,0,0,0
9610,0320,9999, ,Amarillo TX MSA,77,77,7860,1,2,76,0,0,0,0,0,0,77,77,7860,1,2,76,0,0,0,0,0,0
9610,0380,9999, ,Anchorage AK MSA,67,67,10299,2,4,535,6,20,2511,0,0,0,67,67,10299,2,4,535,6,20,2511,0,0,0
9610,0450,9999, ,Anniston AL MSA,19,19,1674,0,0,0,0,0,0,1,5,240,5,5,513,0,0,0,0,0,0,0,0,0
9610,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,124,124,13643,16,32,2178,2,8,200,4,118,4522,83,83,8685,13,26,1746,2,8,200,2,98,3900
9610,0480,9999, ,Asheville NC MSA,92,92,10481,2,4,182,0,0,0,5,32,1930,82,82,9462,0,0,0,0,0,0,5,32,1930
9610,0500,9999, ,Athens GA MSA,59,59,14153,4,8,411,0,0,0,0,0,0,47,47,12999,4,8,411,0,0,0,0,0,0
9610,0520,9999, ,Atlanta GA MSA,3016,3016,284453,9,18,721,0,0,0,7,202,8308,2896,2896,274754,9,18,721,0,0,0,7,202,8308
9610,0600,9999, ,Augusta-Aiken GA-SC MSA,156,156,12823,0,0,0,0,0,0,2,10,208,149,149,12288,0,0,0,0,0,0,2,10,208
9610,0640,9999, ,Austin-San Marcos TX MSA,545,545,59992,11,22,1577,1,4,176,25,566,17176,545,545,59992,11,22,1577,1,4,176,25,566,17176
9610,0680,9999, ,Bakersfield CA MSA,229,229,23600,1,2,108,3,10,526,5,52,3680,22,22,1943,0,0,0,0,0,0,0,0,0
9610,0730,9999, ,Bangor ME MSA,21,21,1932,0,0,0,0,0,0,0,0,0,14,14,1382,0,0,0,0,0,0,0,0,0
9610,0740,9999, ,Barnstable-Yarmouth MA MSA,90,90,12991,2,4,420,2,6,583,0,0,0,37,37,6127,2,4,420,2,6,583,0,0,0
9610,0760,9999, ,Baton Rouge LA MSA,92,92,7068,0,0,0,0,0,0,0,0,0,92,92,7068,0,0,0,0,0,0,0,0,0
9610,0840,9999, ,Beaumont-Port Arthur TX MSA,42,42,4321,0,0,0,0,0,0,0,0,0,42,42,4321,0,0,0,0,0,0,0,0,0
9610,0860,9999, ,Bellingham WA MSA,77,77,9518,2,4,379,0,0,0,3,41,1865,37,37,5121,2,4,379,0,0,0,2,36,1663
9610,0870,9999, ,Benton Harbor MI MSA,6,6,416,0,0,0,2,7,399,0,0,0,2,2,131,0,0,0,1,4,200,0,0,0
9610,0880,9999, ,Billings MT MSA,32,32,4111,0,0,0,0,0,0,3,31,1693,32,32,4111,0,0,0,0,0,0,3,31,1693
9610,0920,9999, ,Biloxi-Gulfport-Pascagoula MS MSA,161,161,11337,0,0,0,0,0,0,0,0,0,155,155,10827,0,0,0,0,0,0,0,0,0
9610,0960,9999, ,Binghamton NY MSA,4,4,323,0,0,0,0,0,0,0,0,0,4,4,323,0,0,0,0,0,0,0,0,0
9610,1000,9999, ,Birmingham AL MSA,356,356,40788,2,4,145,0,0,0,18,669,10299,228,228,29319,2,4,145,0,0,0,17,664,10186
9610,1010,9999, ,Bismarck ND MSA,33,33,3719,1,2,223,1,4,270,2,24,1205,33,33,3719,1,2,223,1,4,270,2,24,1205
9610,1020,9999, ,Bloomington IN MSA,63,63,6498,2,4,292,2,7,342,5,37,1612,0,0,0,0,0,0,0,0,0,0,0,0
9610,1040,9999, ,Bloomington-Normal IL MSA,66,66,6064,0,0,0,0,0,0,3,24,810,66,66,6064,0,0,0,0,0,0,3,24,810
9610,1080,9999, ,Boise City ID MSA,329,329,38494,7,14,711,2,8,427,0,0,0,321,321,37906,7,14,711,2,8,427,0,0,0
