Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201504,104,10580,C,Albany-Schenectady-Troy  NY ,105,105,27372,1,2,259,5,18,1784,17,151,16080,85,85,23001,1,2,259,5,18,1784,15,137,14856
201504,104,24020, ,Glens Falls  NY ,19,19,3443,0,0,0,0,0,0,0,0,0,12,12,2947,0,0,0,0,0,0,0,0,0
201504,106,10740,C,Albuquerque  NM ,195,195,37645,1,2,283,2,7,587,2,135,13752,93,93,18776,0,0,0,0,0,0,1,130,13544
201504,106,42140,C,Santa Fe  NM ,5,5,1621,0,0,0,0,0,0,0,0,0,5,5,1621,0,0,0,0,0,0,0,0,0
201504,108,11100, ,Amarillo  TX ,34,34,8870,0,0,0,0,0,0,0,0,0,34,34,8870,0,0,0,0,0,0,0,0,0
201504,118,11540, ,Appleton  WI ,38,38,8989,3,6,631,0,0,0,3,18,1125,38,38,8989,3,6,631,0,0,0,3,18,1125
201504,118,36780, ,Oshkosh-Neenah  WI ,23,23,3777,0,0,0,0,0,0,1,57,2193,23,23,3777,0,0,0,0,0,0,1,57,2193
201504,120,11700, ,Asheville  NC ,177,177,37294,0,0,0,0,0,0,2,35,2947,89,89,13420,0,0,0,0,0,0,0,0,0
201504,122,12020, ,Athens-Clarke County  GA ,39,39,8223,0,0,0,0,0,0,2,10,1080,39,39,8223,0,0,0,0,0,0,2,10,1080
201504,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,1839,1839,397260,2,4,593,4,16,2696,26,722,94386,1753,1753,381330,2,4,593,4,16,2696,26,722,94386
201504,122,23580, ,Gainesville  GA ,73,73,13866,0,0,0,0,0,0,0,0,0,73,73,13866,0,0,0,0,0,0,0,0,0
201504,140,13460, ,Bend-Redmond  OR ,153,153,40139,0,0,0,0,0,0,0,0,0,136,136,36127,0,0,0,0,0,0,0,0,0
201504,142,13820,C,Birmingham-Hoover  AL ,222,222,50256,0,0,0,0,0,0,2,10,1010,178,178,40552,0,0,0,0,0,0,1,5,844
201504,144,14020,C,Bloomington  IN ,24,24,5775,1,2,245,0,0,0,0,0,0,24,24,5775,1,2,245,0,0,0,0,0,0
201504,145,14010, ,Bloomington  IL ,16,16,2645,0,0,0,0,0,0,0,0,0,6,6,742,0,0,0,0,0,0,0,0,0
201504,146,14100,C,Bloomsburg-Berwick  PA ,13,13,2683,0,0,0,0,0,0,0,0,0,9,9,1915,0,0,0,0,0,0,0,0,0
201504,147,14260,C,Boise City  ID ,402,402,88973,0,0,0,21,84,4916,14,287,21004,387,387,86285,0,0,0,21,84,4916,14,287,21004
201504,148,12700, ,Barnstable Town  MA ,6,6,2907,0,0,0,0,0,0,0,0,0,6,6,2907,0,0,0,0,0,0,0,0,0
201504,148,14460,C,Boston-Cambridge-Newton  MA-NH ,406,406,110129,14,28,4253,3,10,1455,26,491,69133,264,264,71641,9,18,2874,0,0,0,5,94,22268
201504,148,31700, ,Manchester-Nashua  NH ,36,36,7255,2,4,478,0,0,0,1,18,2185,26,26,5430,1,2,200,0,0,0,1,18,2185
201504,148,39300,C,Providence-Warwick  RI-MA ,124,124,28432,1,2,290,0,0,0,1,5,800,99,99,23602,1,2,290,0,0,0,1,5,800
201504,148,49340, ,Worcester  MA-CT ,10,10,1942,1,2,375,0,0,0,0,0,0,4,4,775,0,0,0,0,0,0,0,0,0
201504,150,14540, ,Bowling Green  KY ,61,61,13766,0,0,0,1,4,200,0,0,0,61,61,13766,0,0,0,1,4,200,0,0,0
201504,154,15180, ,Brownsville-Harlingen  TX ,68,68,6418,3,6,577,1,3,136,1,12,545,68,68,6418,3,6,577,1,3,136,1,12,545
201504,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,90,90,23100,1,2,335,0,0,0,3,44,4304,71,71,17982,1,2,335,0,0,0,1,7,600
201504,162,15980,C,Cape Coral-Fort Myers  FL ,360,360,83528,1,2,400,7,28,6371,8,90,13466,360,360,83528,1,2,400,7,28,6371,8,90,13466
201504,162,34940, ,Naples-Immokalee-Marco Island  FL ,255,255,65814,0,0,0,5,19,3776,7,196,28600,255,255,65814,0,0,0,5,19,3776,7,196,28600
201504,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201504,168,16300, ,Cedar Rapids  IA ,62,62,7115,3,6,637,3,10,755,1,5,516,27,27,3263,2,4,498,1,4,340,0,0,0
201504,168,26980, ,Iowa City  IA ,38,38,7826,0,0,0,0,0,0,0,0,0,37,37,7688,0,0,0,0,0,0,0,0,0
201504,170,16620, ,Charleston  WV ,9,9,1131,0,0,0,0,0,0,2,17,1137,4,4,295,0,0,0,0,0,0,0,0,0
201504,170,26580, ,Huntington-Ashland  WV-KY-OH ,10,10,2152,3,6,250,1,4,50,0,0,0,8,8,2007,3,6,250,1,4,50,0,0,0
201504,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,768,768,197904,2,4,328,7,28,3143,42,772,56451,682,682,175882,2,4,328,7,28,3143,38,708,50454
201504,174,16860, ,Chattanooga  TN-GA ,115,115,20114,1,2,130,0,0,0,2,64,5650,113,113,19761,1,2,130,0,0,0,2,64,5650
201504,174,17420, ,Cleveland  TN ,22,22,4137,0,0,0,3,10,545,1,80,6460,7,7,1435,0,0,0,3,10,545,1,80,6460
201504,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,773,773,212586,11,22,3286,7,22,3836,15,974,165233,681,681,185894,10,20,3049,7,22,3836,12,937,158786
