Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202511,101,10180,2,Abilene  TX ,43,43,12296,6,12,1939,0,0,0,0,0,0,41,41,11922,6,12,1939,0,0,0,0,0,0
202511,101,45020,5,Sweetwater  TX ,1,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,104,10580,2,Albany-Schenectady-Troy  NY ,80,80,33410,2,4,990,0,0,0,7,58,8980,55,55,25301,1,2,280,0,0,0,4,32,3808
202511,104,11220,5,Amsterdam  NY ,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,104,24020,2,Glens Falls  NY ,19,19,9018,0,0,0,0,0,0,1,5,739,18,18,8860,0,0,0,0,0,0,0,0,0
202511,104,24100,5,Gloversville  NY ,3,3,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,104,26460,5,Hudson  NY ,12,12,5570,0,0,0,0,0,0,0,0,0,8,8,4656,0,0,0,0,0,0,0,0,0
202511,105,10740,2,Albuquerque  NM ,123,123,31968,0,0,0,0,0,0,0,0,0,108,108,27340,0,0,0,0,0,0,0,0,0
202511,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,105,31060,5,Los Alamos  NM ,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,105,42140,2,Santa Fe  NM ,20,20,9184,0,0,0,0,0,0,6,244,36369,20,20,9184,0,0,0,0,0,0,6,244,36369
202511,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,70,70,19630,1,2,400,0,0,0,7,105,10547,40,40,11667,0,0,0,0,0,0,4,64,6000
202511,106,20700,5,East Stroudsburg  PA ,12,12,5961,0,0,0,0,0,0,1,8,2357,7,7,4425,0,0,0,0,0,0,1,8,2357
202511,107,11020,2,Altoona  PA ,7,7,2399,1,2,300,0,0,0,0,0,0,2,2,450,0,0,0,0,0,0,0,0,0
202511,107,26500,5,Huntingdon  PA ,5,5,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,108,11100,2,Amarillo  TX ,72,72,21234,1,2,323,0,0,0,0,0,0,70,70,20721,1,2,323,0,0,0,0,0,0
202511,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,118,11540,2,Appleton  WI ,25,25,10946,3,6,978,0,0,0,4,55,7115,18,18,8459,2,4,624,0,0,0,4,55,7115
202511,118,36780,2,Oshkosh-Neenah  WI ,16,16,8121,0,0,0,0,0,0,0,0,0,13,13,6825,0,0,0,0,0,0,0,0,0
202511,120,11700,2,Asheville  NC ,109,109,69262,0,0,0,0,0,0,1,26,4558,85,85,61232,0,0,0,0,0,0,0,0,0
202511,120,14820,5,Brevard  NC ,10,10,6748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,120,48200,5,Waynesville  NC ,28,28,8836,1,2,307,0,0,0,0,0,0,11,11,2671,0,0,0,0,0,0,0,0,0
202511,122,12020,2,Athens-Clarke County  GA ,76,76,21446,0,0,0,0,0,0,0,0,0,69,69,18210,0,0,0,0,0,0,0,0,0
202511,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,1243,1243,369961,11,22,4135,10,40,5723,26,494,81741,1117,1117,332930,10,20,3624,9,36,4611,20,392,68147
202511,122,15660,5,Calhoun  GA ,15,15,4091,0,0,0,0,0,0,0,0,0,7,7,1658,0,0,0,0,0,0,0,0,0
202511,122,16340,5,Cedartown  GA ,8,8,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,122,18460,5,Cornelia  GA ,13,13,4815,0,0,0,0,0,0,1,7,401,0,0,0,0,0,0,0,0,0,0,0,0
202511,122,23580,2,Gainesville  GA ,79,79,27536,0,0,0,1,3,506,1,9,1381,23,23,10869,0,0,0,0,0,0,0,0,0
202511,122,27600,5,Jefferson  GA ,104,104,37489,0,0,0,0,0,0,0,0,0,67,67,26919,0,0,0,0,0,0,0,0,0
202511,122,29300,5,LaGrange  GA-AL ,55,55,15616,0,0,0,0,0,0,0,0,0,52,52,14873,0,0,0,0,0,0,0,0,0
202511,122,40660,2,Rome  GA ,16,16,1065,0,0,0,0,0,0,0,0,0,16,16,1065,0,0,0,0,0,0,0,0,0
202511,122,45580,5,Thomaston  GA ,9,9,2425,0,0,0,0,0,0,3,54,13116,5,5,1344,0,0,0,0,0,0,3,54,13116
202511,132,12940,2,Baton Rouge  LA ,253,253,67368,4,8,515,1,3,300,2,10,176,119,119,30648,0,0,0,0,0,0,0,0,0
202511,132,25220,2,Hammond  LA ,44,44,8872,0,0,0,0,0,0,1,5,474,0,0,0,0,0,0,0,0,0,0,0,0
202511,142,13820,2,Birmingham  AL ,221,221,76871,0,0,0,0,0,0,2,57,10566,192,192,71597,0,0,0,0,0,0,1,6,956
202511,142,18980,5,Cullman  AL ,14,14,2698,0,0,0,0,0,0,0,0,0,13,13,2540,0,0,0,0,0,0,0,0,0
202511,142,45180,5,Talladega-Sylacauga  AL ,8,8,1547,0,0,0,0,0,0,1,8,1258,8,8,1547,0,0,0,0,0,0,1,8,1258
202511,144,13260,5,Bedford  IN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
